"town","buffer","question","metric","sen_slope_per_decade","qcat","p_upper","p_lower","p_two","baseline_mean","early_mean","late_mean","delta_late_minus_early"
"Kendrick","10mibuffer","Q3","fireseverity_bi90",19.6441158009606,"Q6",0.2075,0.7925,0.415,213.695839980069,69.6653123132861,284.912981977858,215.247669664572
"Kendrick","10mibuffer","Q3","fireseverity_erc90",42.9491240008384,"Q7",0.121,0.879,0.242,302.824524947055,104.403485395682,430.526511995901,326.123026600219
"Kendrick","10mibuffer","Q4","firestart_any_bi90",-2.5,"Q3",0.7025,0.2975,0.595,38.2,63.3,24.2,-39.1
"Kendrick","10mibuffer","Q4","firestart_any_erc90",-3.33333333333333,"Q3",0.683,0.317,0.634,51.8275862068966,91.8888888888889,30,-61.8888888888889
"Kendrick","10mibuffer","Q4","firestart_k2_erc90",-3.76689189189189,"Q3",0.697,0.303,0.606,55.1379310344828,95.2222222222222,30,-65.2222222222222
"Kendrick","10mibuffer","Q4","firestart_k3_bi90",-3.33333333333333,"Q3",0.6845,0.3155,0.631,56.1,85.5,24.2,-61.3
"Kendrick","10mibuffer","Q4","firestart_k3_erc90",-5.30357142857143,"Q2",0.7625,0.2375,0.475,59.8965517241379,95.2222222222222,39.8,-55.4222222222222
"Kendrick","10mibuffer","Q4","firestart_wyday_bi",-3.33333333333333,"Q3",0.6845,0.3155,0.631,56.1,85.5,24.2,-61.3
"Kendrick","10mibuffer","Q4","firestart_wyday_erc",-5.30357142857143,"Q2",0.7625,0.2375,0.475,59.8965517241379,95.2222222222222,39.8,-55.4222222222222
"Kendrick","10mibuffer","Q2","firesummerhighdays_bi90",2.4,"Q6",0.248,0.752,0.496,12.1,2.7,17.2,14.5
"Kendrick","10mibuffer","Q2","firesummerhighdays_erc90",2.10526315789474,"Q5",0.3495,0.6505,0.699,13.8333333333333,1.4,22.5,21.1
"Kendrick","none","Q1","firehighdays_bi90",6,"Q7",0.0485,0.9515,0.097,57,28.4,74.1,45.7
"Kendrick","none","Q1","firehighdays_bi95",1.48148148148148,"Q5",0.2975,0.7025,0.595,32,12.2,41.3,29.1
"Kendrick","none","Q1","firehighdays_erc90",7.77777777777778,"Q7",0.076,0.924,0.152,66.5666666666667,26.2,95.3,69.1
"Kendrick","none","Q1","firehighdays_erc95",3.46153846153846,"Q6",0.1955,0.8045,0.391,37.1333333333333,13.9,53.6,39.7
"Kendrick","none","Q5","firemaxrun_bi",1.25,"Q7",0.0945,0.9055,0.189,14.6,8.9,18.6,9.7
"Kendrick","none","Q5","firemaxrun_erc",2.5,"Q7",0.074,0.926,0.148,21.6,13.3,31.3,18
"Kendrick","none","Q3","firep95_erc",4.02886280830559,"Q7",0.071,0.929,0.142,70.739519241333,63.6483066436104,75.0337990958173,11.3854924522068
"Kendrick","none","Q3","firepeak_bi",3.21587499776104,"Q7",0.1205,0.8795,0.241,63.8262290092137,57.70784612241,65.9895652173913,8.28171909498131
"Kendrick","none","Q3","firepeak_erc",4.2842269653041,"Q7",0.11,0.89,0.22,79.0391100676164,72.0281448297915,82.1556521739131,10.1275073441215
"Kendrick","none","Q5","fireseasonlength_bi",12.7272727272727,"Q6",0.2075,0.7925,0.415,298.666666666667,262.2,311.5,49.3
"Kendrick","none","Q5","fireseasonlength_erc",21.0727969348659,"Q6",0.153,0.847,0.306,282.103448275862,219.555555555556,311.5,91.9444444444445
"Kendrick","none","Q3","fireseverity_bi90",15.3942403186884,"Q5",0.2895,0.7105,0.579,257.60491908049,89.8521252393554,342.13173513295,252.279609893594
"Kendrick","none","Q3","fireseverity_erc90",34.9013208308842,"Q6",0.217,0.783,0.434,360.933578464733,124.735754044501,513.264629263899,388.528875219398
"Kendrick","none","Q4","firestart_any_bi90",-2,"Q2",0.7275,0.2725,0.545,30,45.5,21.4,-24.1
"Kendrick","none","Q4","firestart_any_erc90",-2.5,"Q3",0.666,0.334,0.668,43.7931034482759,72.5555555555556,24.3,-48.2555555555556
"Kendrick","none","Q4","firestart_k2_erc90",-3.78844361602982,"Q3",0.7105,0.2895,0.579,48.3448275862069,87.2222222222222,24.3,-62.9222222222222
"Kendrick","none","Q4","firestart_k3_bi90",-3.84615384615385,"Q3",0.711,0.289,0.578,49.1,82.5,23.8,-58.7
"Kendrick","none","Q4","firestart_k3_erc90",-6.66666666666667,"Q2",0.8155,0.1845,0.369,54.448275862069,93.8888888888889,29.5,-64.3888888888889
"Kendrick","none","Q4","firestart_wyday_bi",-3.84615384615385,"Q3",0.711,0.289,0.578,49.1,82.5,23.8,-58.7
"Kendrick","none","Q4","firestart_wyday_erc",-6.66666666666667,"Q2",0.8155,0.1845,0.369,54.448275862069,93.8888888888889,29.5,-64.3888888888889
"Kendrick","none","Q2","firesummerhighdays_bi90",2.72727272727273,"Q6",0.2395,0.7605,0.479,13.4666666666667,3.2,20.2,17
"Kendrick","none","Q2","firesummerhighdays_erc90",2.5,"Q5",0.335,0.665,0.67,14.7333333333333,1.5,24.5,23
