town,buffer,wateryear,metric,value
Deary,10mibuffer,1990,firestart_any_erc90,176
Deary,10mibuffer,1991,firestart_any_erc90,82
Deary,10mibuffer,1992,firestart_any_erc90,1
Deary,10mibuffer,1993,firestart_any_erc90,26
Deary,10mibuffer,1994,firestart_any_erc90,37
Deary,10mibuffer,1995,firestart_any_erc90,8
Deary,10mibuffer,1996,firestart_any_erc90,NA
Deary,10mibuffer,1997,firestart_any_erc90,232
Deary,10mibuffer,1998,firestart_any_erc90,NA
Deary,10mibuffer,1999,firestart_any_erc90,206
Deary,10mibuffer,2000,firestart_any_erc90,19
Deary,10mibuffer,2001,firestart_any_erc90,233
Deary,10mibuffer,2002,firestart_any_erc90,NA
Deary,10mibuffer,2003,firestart_any_erc90,15
Deary,10mibuffer,2004,firestart_any_erc90,7
Deary,10mibuffer,2005,firestart_any_erc90,87
Deary,10mibuffer,2006,firestart_any_erc90,73
Deary,10mibuffer,2007,firestart_any_erc90,210
Deary,10mibuffer,2008,firestart_any_erc90,33
Deary,10mibuffer,2009,firestart_any_erc90,25
Deary,10mibuffer,2010,firestart_any_erc90,10
Deary,10mibuffer,2011,firestart_any_erc90,340
Deary,10mibuffer,2012,firestart_any_erc90,1
Deary,10mibuffer,2013,firestart_any_erc90,1
Deary,10mibuffer,2014,firestart_any_erc90,28
Deary,10mibuffer,2015,firestart_any_erc90,8
Deary,10mibuffer,2016,firestart_any_erc90,1
Deary,10mibuffer,2017,firestart_any_erc90,92
Deary,10mibuffer,2018,firestart_any_erc90,68
Deary,10mibuffer,2019,firestart_any_erc90,15
Deary,10mibuffer,2020,firestart_any_erc90,29
Deary,10mibuffer,2021,firestart_any_erc90,7
Deary,10mibuffer,2022,firestart_any_erc90,127
Deary,10mibuffer,2023,firestart_any_erc90,15
Deary,10mibuffer,2024,firestart_any_erc90,53
Deary,10mibuffer,2025,firestart_any_erc90,10
Deary,10mibuffer,1980,firestart_k2_erc90,7
Deary,10mibuffer,1981,firestart_k2_erc90,27
Deary,10mibuffer,1982,firestart_k2_erc90,204
Deary,10mibuffer,1983,firestart_k2_erc90,126
Deary,10mibuffer,1984,firestart_k2_erc90,27
Deary,10mibuffer,1985,firestart_k2_erc90,123
Deary,10mibuffer,1986,firestart_k2_erc90,82
Deary,10mibuffer,1987,firestart_k2_erc90,108
Deary,10mibuffer,1988,firestart_k2_erc90,1
Deary,10mibuffer,1989,firestart_k2_erc90,26
Deary,10mibuffer,1990,firestart_k2_erc90,178
Deary,10mibuffer,1991,firestart_k2_erc90,82
Deary,10mibuffer,1992,firestart_k2_erc90,7
Deary,10mibuffer,1993,firestart_k2_erc90,122
Deary,10mibuffer,1994,firestart_k2_erc90,37
Deary,10mibuffer,1995,firestart_k2_erc90,NA
Deary,10mibuffer,1996,firestart_k2_erc90,NA
Deary,10mibuffer,1997,firestart_k2_erc90,NA
Deary,10mibuffer,1998,firestart_k2_erc90,NA
Deary,10mibuffer,1999,firestart_k2_erc90,237
Deary,10mibuffer,2000,firestart_k2_erc90,19
Deary,10mibuffer,2001,firestart_k2_erc90,233
Deary,10mibuffer,2002,firestart_k2_erc90,NA
Deary,10mibuffer,2003,firestart_k2_erc90,15
Deary,10mibuffer,2004,firestart_k2_erc90,7
Deary,10mibuffer,2005,firestart_k2_erc90,123
Deary,10mibuffer,2006,firestart_k2_erc90,73
Deary,10mibuffer,2007,firestart_k2_erc90,308
Deary,10mibuffer,2008,firestart_k2_erc90,35
Deary,10mibuffer,2009,firestart_k2_erc90,25
Deary,10mibuffer,2010,firestart_k2_erc90,10
Deary,10mibuffer,2011,firestart_k2_erc90,340
Deary,10mibuffer,2012,firestart_k2_erc90,1
Deary,10mibuffer,2013,firestart_k2_erc90,1
Deary,10mibuffer,2014,firestart_k2_erc90,107
Deary,10mibuffer,2015,firestart_k2_erc90,45
Deary,10mibuffer,2016,firestart_k2_erc90,1
Deary,10mibuffer,2017,firestart_k2_erc90,92
Deary,10mibuffer,2018,firestart_k2_erc90,68
Deary,10mibuffer,2019,firestart_k2_erc90,15
Deary,10mibuffer,2020,firestart_k2_erc90,29
Deary,10mibuffer,2021,firestart_k2_erc90,7
Deary,10mibuffer,2022,firestart_k2_erc90,129
Deary,10mibuffer,2023,firestart_k2_erc90,47
Deary,10mibuffer,2024,firestart_k2_erc90,53
Deary,10mibuffer,2025,firestart_k2_erc90,10
Deary,10mibuffer,1980,firestart_k3_bi90,6
Deary,10mibuffer,1981,firestart_k3_bi90,73
Deary,10mibuffer,1982,firestart_k3_bi90,203
Deary,10mibuffer,1983,firestart_k3_bi90,124
Deary,10mibuffer,1984,firestart_k3_bi90,25
Deary,10mibuffer,1985,firestart_k3_bi90,161
Deary,10mibuffer,1986,firestart_k3_bi90,NA
Deary,10mibuffer,1987,firestart_k3_bi90,99
Deary,10mibuffer,1988,firestart_k3_bi90,10
Deary,10mibuffer,1989,firestart_k3_bi90,NA
Deary,10mibuffer,1990,firestart_k3_bi90,184
Deary,10mibuffer,1991,firestart_k3_bi90,NA
Deary,10mibuffer,1992,firestart_k3_bi90,1
Deary,10mibuffer,1993,firestart_k3_bi90,123
Deary,10mibuffer,1994,firestart_k3_bi90,39
Deary,10mibuffer,1995,firestart_k3_bi90,NA
Deary,10mibuffer,1996,firestart_k3_bi90,NA
Deary,10mibuffer,1997,firestart_k3_bi90,NA
Deary,10mibuffer,1998,firestart_k3_bi90,NA
Deary,10mibuffer,1999,firestart_k3_bi90,236
Deary,10mibuffer,2000,firestart_k3_bi90,21
Deary,10mibuffer,2001,firestart_k3_bi90,NA
Deary,10mibuffer,2002,firestart_k3_bi90,NA
Deary,10mibuffer,2003,firestart_k3_bi90,NA
Deary,10mibuffer,2004,firestart_k3_bi90,5
Deary,10mibuffer,2005,firestart_k3_bi90,161
Deary,10mibuffer,2006,firestart_k3_bi90,NA
Deary,10mibuffer,2007,firestart_k3_bi90,NA
Deary,10mibuffer,2008,firestart_k3_bi90,39
Deary,10mibuffer,2009,firestart_k3_bi90,24
Deary,10mibuffer,2010,firestart_k3_bi90,65
Deary,10mibuffer,2011,firestart_k3_bi90,NA
Deary,10mibuffer,2012,firestart_k3_bi90,83
Deary,10mibuffer,2013,firestart_k3_bi90,1
Deary,10mibuffer,2014,firestart_k3_bi90,248
Deary,10mibuffer,2015,firestart_k3_bi90,44
Deary,10mibuffer,2016,firestart_k3_bi90,10
Deary,10mibuffer,2017,firestart_k3_bi90,94
Deary,10mibuffer,2018,firestart_k3_bi90,NA
Deary,10mibuffer,2019,firestart_k3_bi90,NA
Deary,10mibuffer,2020,firestart_k3_bi90,31
Deary,10mibuffer,2021,firestart_k3_bi90,64
Deary,10mibuffer,2022,firestart_k3_bi90,129
Deary,10mibuffer,2023,firestart_k3_bi90,121
Deary,10mibuffer,2024,firestart_k3_bi90,90
Deary,10mibuffer,2025,firestart_k3_bi90,106
Deary,10mibuffer,1980,firestart_k3_erc90,7
Deary,10mibuffer,1981,firestart_k3_erc90,27
Deary,10mibuffer,1982,firestart_k3_erc90,204
Deary,10mibuffer,1983,firestart_k3_erc90,237
Deary,10mibuffer,1984,firestart_k3_erc90,108
Deary,10mibuffer,1985,firestart_k3_erc90,163
Deary,10mibuffer,1986,firestart_k3_erc90,82
Deary,10mibuffer,1987,firestart_k3_erc90,181
Deary,10mibuffer,1988,firestart_k3_erc90,7
Deary,10mibuffer,1989,firestart_k3_erc90,26
Deary,10mibuffer,1990,firestart_k3_erc90,178
Deary,10mibuffer,1991,firestart_k3_erc90,82
Deary,10mibuffer,1992,firestart_k3_erc90,7
Deary,10mibuffer,1993,firestart_k3_erc90,122
Deary,10mibuffer,1994,firestart_k3_erc90,37
Deary,10mibuffer,1995,firestart_k3_erc90,NA
Deary,10mibuffer,1996,firestart_k3_erc90,NA
Deary,10mibuffer,1997,firestart_k3_erc90,NA
Deary,10mibuffer,1998,firestart_k3_erc90,NA
Deary,10mibuffer,1999,firestart_k3_erc90,237
Deary,10mibuffer,2000,firestart_k3_erc90,19
Deary,10mibuffer,2001,firestart_k3_erc90,233
Deary,10mibuffer,2002,firestart_k3_erc90,NA
Deary,10mibuffer,2003,firestart_k3_erc90,25
Deary,10mibuffer,2004,firestart_k3_erc90,28
Deary,10mibuffer,2005,firestart_k3_erc90,129
Deary,10mibuffer,2006,firestart_k3_erc90,73
Deary,10mibuffer,2007,firestart_k3_erc90,NA
Deary,10mibuffer,2008,firestart_k3_erc90,35
Deary,10mibuffer,2009,firestart_k3_erc90,25
Deary,10mibuffer,2010,firestart_k3_erc90,68
Deary,10mibuffer,2011,firestart_k3_erc90,340
Deary,10mibuffer,2012,firestart_k3_erc90,82
Deary,10mibuffer,2013,firestart_k3_erc90,1
Deary,10mibuffer,2014,firestart_k3_erc90,107
Deary,10mibuffer,2015,firestart_k3_erc90,45
Deary,10mibuffer,2016,firestart_k3_erc90,1
Deary,10mibuffer,2017,firestart_k3_erc90,92
Deary,10mibuffer,2018,firestart_k3_erc90,72
Deary,10mibuffer,2019,firestart_k3_erc90,15
Deary,10mibuffer,2020,firestart_k3_erc90,29
Deary,10mibuffer,2021,firestart_k3_erc90,64
Deary,10mibuffer,2022,firestart_k3_erc90,129
Deary,10mibuffer,2023,firestart_k3_erc90,47
Deary,10mibuffer,2024,firestart_k3_erc90,53
Deary,10mibuffer,2025,firestart_k3_erc90,61
Deary,10mibuffer,1980,firestart_wyday_bi,6
Deary,10mibuffer,1981,firestart_wyday_bi,73
Deary,10mibuffer,1982,firestart_wyday_bi,203
Deary,10mibuffer,1983,firestart_wyday_bi,124
Deary,10mibuffer,1984,firestart_wyday_bi,25
Deary,10mibuffer,1985,firestart_wyday_bi,161
Deary,10mibuffer,1986,firestart_wyday_bi,NA
Deary,10mibuffer,1987,firestart_wyday_bi,99
Deary,10mibuffer,1988,firestart_wyday_bi,10
Deary,10mibuffer,1989,firestart_wyday_bi,NA
Deary,10mibuffer,1990,firestart_wyday_bi,184
Deary,10mibuffer,1991,firestart_wyday_bi,NA
Deary,10mibuffer,1992,firestart_wyday_bi,1
Deary,10mibuffer,1993,firestart_wyday_bi,123
Deary,10mibuffer,1994,firestart_wyday_bi,39
Deary,10mibuffer,1995,firestart_wyday_bi,NA
Deary,10mibuffer,1996,firestart_wyday_bi,NA
Deary,10mibuffer,1997,firestart_wyday_bi,NA
Deary,10mibuffer,1998,firestart_wyday_bi,NA
Deary,10mibuffer,1999,firestart_wyday_bi,236
Deary,10mibuffer,2000,firestart_wyday_bi,21
Deary,10mibuffer,2001,firestart_wyday_bi,NA
Deary,10mibuffer,2002,firestart_wyday_bi,NA
Deary,10mibuffer,2003,firestart_wyday_bi,NA
Deary,10mibuffer,2004,firestart_wyday_bi,5
Deary,10mibuffer,2005,firestart_wyday_bi,161
Deary,10mibuffer,2006,firestart_wyday_bi,NA
Deary,10mibuffer,2007,firestart_wyday_bi,NA
Deary,10mibuffer,2008,firestart_wyday_bi,39
Deary,10mibuffer,2009,firestart_wyday_bi,24
Deary,10mibuffer,2010,firestart_wyday_bi,65
Deary,10mibuffer,2011,firestart_wyday_bi,NA
Deary,10mibuffer,2012,firestart_wyday_bi,83
Deary,10mibuffer,2013,firestart_wyday_bi,1
Deary,10mibuffer,2014,firestart_wyday_bi,248
Deary,10mibuffer,2015,firestart_wyday_bi,44
Deary,10mibuffer,2016,firestart_wyday_bi,10
Deary,10mibuffer,2017,firestart_wyday_bi,94
Deary,10mibuffer,2018,firestart_wyday_bi,NA
Deary,10mibuffer,2019,firestart_wyday_bi,NA
Deary,10mibuffer,2020,firestart_wyday_bi,31
Deary,10mibuffer,2021,firestart_wyday_bi,64
Deary,10mibuffer,2022,firestart_wyday_bi,129
Deary,10mibuffer,2023,firestart_wyday_bi,121
Deary,10mibuffer,2024,firestart_wyday_bi,90
Deary,10mibuffer,2025,firestart_wyday_bi,106
Deary,10mibuffer,1980,firestart_wyday_erc,7
Deary,10mibuffer,1981,firestart_wyday_erc,27
Deary,10mibuffer,1982,firestart_wyday_erc,204
Deary,10mibuffer,1983,firestart_wyday_erc,237
Deary,10mibuffer,1984,firestart_wyday_erc,108
Deary,10mibuffer,1985,firestart_wyday_erc,163
Deary,10mibuffer,1986,firestart_wyday_erc,82
Deary,10mibuffer,1987,firestart_wyday_erc,181
Deary,10mibuffer,1988,firestart_wyday_erc,7
Deary,10mibuffer,1989,firestart_wyday_erc,26
Deary,10mibuffer,1990,firestart_wyday_erc,178
Deary,10mibuffer,1991,firestart_wyday_erc,82
Deary,10mibuffer,1992,firestart_wyday_erc,7
Deary,10mibuffer,1993,firestart_wyday_erc,122
Deary,10mibuffer,1994,firestart_wyday_erc,37
Deary,10mibuffer,1995,firestart_wyday_erc,NA
Deary,10mibuffer,1996,firestart_wyday_erc,NA
Deary,10mibuffer,1997,firestart_wyday_erc,NA
Deary,10mibuffer,1998,firestart_wyday_erc,NA
Deary,10mibuffer,1999,firestart_wyday_erc,237
Deary,10mibuffer,2000,firestart_wyday_erc,19
Deary,10mibuffer,2001,firestart_wyday_erc,233
Deary,10mibuffer,2002,firestart_wyday_erc,NA
Deary,10mibuffer,2003,firestart_wyday_erc,25
Deary,10mibuffer,2004,firestart_wyday_erc,28
Deary,10mibuffer,2005,firestart_wyday_erc,129
Deary,10mibuffer,2006,firestart_wyday_erc,73
Deary,10mibuffer,2007,firestart_wyday_erc,NA
Deary,10mibuffer,2008,firestart_wyday_erc,35
Deary,10mibuffer,2009,firestart_wyday_erc,25
Deary,10mibuffer,2010,firestart_wyday_erc,68
Deary,10mibuffer,2011,firestart_wyday_erc,340
Deary,10mibuffer,2012,firestart_wyday_erc,82
Deary,10mibuffer,2013,firestart_wyday_erc,1
Deary,10mibuffer,2014,firestart_wyday_erc,107
Deary,10mibuffer,2015,firestart_wyday_erc,45
Deary,10mibuffer,2016,firestart_wyday_erc,1
Deary,10mibuffer,2017,firestart_wyday_erc,92
Deary,10mibuffer,2018,firestart_wyday_erc,72
Deary,10mibuffer,2019,firestart_wyday_erc,15
Deary,10mibuffer,2020,firestart_wyday_erc,29
Deary,10mibuffer,2021,firestart_wyday_erc,64
Deary,10mibuffer,2022,firestart_wyday_erc,129
Deary,10mibuffer,2023,firestart_wyday_erc,47
Deary,10mibuffer,2024,firestart_wyday_erc,53
Deary,10mibuffer,2025,firestart_wyday_erc,61
Deary,10mibuffer,1980,firesummerhighdays_bi90,0
Deary,10mibuffer,1981,firesummerhighdays_bi90,0
Deary,10mibuffer,1982,firesummerhighdays_bi90,0
Deary,10mibuffer,1983,firesummerhighdays_bi90,2
Deary,10mibuffer,1984,firesummerhighdays_bi90,1
Deary,10mibuffer,1985,firesummerhighdays_bi90,20
Deary,10mibuffer,1986,firesummerhighdays_bi90,1
Deary,10mibuffer,1987,firesummerhighdays_bi90,0
Deary,10mibuffer,1988,firesummerhighdays_bi90,0
Deary,10mibuffer,1989,firesummerhighdays_bi90,0
Deary,10mibuffer,1990,firesummerhighdays_bi90,0
Deary,10mibuffer,1991,firesummerhighdays_bi90,0
Deary,10mibuffer,1992,firesummerhighdays_bi90,7
Deary,10mibuffer,1993,firesummerhighdays_bi90,0
Deary,10mibuffer,1994,firesummerhighdays_bi90,0
Deary,10mibuffer,1995,firesummerhighdays_bi90,0
Deary,10mibuffer,1996,firesummerhighdays_bi90,0
Deary,10mibuffer,1997,firesummerhighdays_bi90,0
Deary,10mibuffer,1998,firesummerhighdays_bi90,0
Deary,10mibuffer,1999,firesummerhighdays_bi90,0
Deary,10mibuffer,2000,firesummerhighdays_bi90,1
Deary,10mibuffer,2001,firesummerhighdays_bi90,0
Deary,10mibuffer,2002,firesummerhighdays_bi90,0
Deary,10mibuffer,2003,firesummerhighdays_bi90,0
Deary,10mibuffer,2004,firesummerhighdays_bi90,0
Deary,10mibuffer,2005,firesummerhighdays_bi90,3
Deary,10mibuffer,2006,firesummerhighdays_bi90,2
Deary,10mibuffer,2007,firesummerhighdays_bi90,4
Deary,10mibuffer,2008,firesummerhighdays_bi90,1
Deary,10mibuffer,2009,firesummerhighdays_bi90,0
Deary,10mibuffer,2010,firesummerhighdays_bi90,8
Deary,10mibuffer,2011,firesummerhighdays_bi90,0
Deary,10mibuffer,2012,firesummerhighdays_bi90,0
Deary,10mibuffer,2013,firesummerhighdays_bi90,12
Deary,10mibuffer,2014,firesummerhighdays_bi90,15
Deary,10mibuffer,2015,firesummerhighdays_bi90,57
Deary,10mibuffer,2016,firesummerhighdays_bi90,2
Deary,10mibuffer,2017,firesummerhighdays_bi90,4
Deary,10mibuffer,2018,firesummerhighdays_bi90,1
Deary,10mibuffer,2019,firesummerhighdays_bi90,2
Deary,10mibuffer,2020,firesummerhighdays_bi90,2
Deary,10mibuffer,2021,firesummerhighdays_bi90,40
Deary,10mibuffer,2022,firesummerhighdays_bi90,0
Deary,10mibuffer,2023,firesummerhighdays_bi90,19
Deary,10mibuffer,2024,firesummerhighdays_bi90,1
Deary,10mibuffer,2025,firesummerhighdays_bi90,26
Deary,10mibuffer,1980,firesummerhighdays_erc90,0
Deary,10mibuffer,1981,firesummerhighdays_erc90,0
Deary,10mibuffer,1982,firesummerhighdays_erc90,0
Deary,10mibuffer,1983,firesummerhighdays_erc90,2
Deary,10mibuffer,1984,firesummerhighdays_erc90,0
Deary,10mibuffer,1985,firesummerhighdays_erc90,14
Deary,10mibuffer,1986,firesummerhighdays_erc90,6
Deary,10mibuffer,1987,firesummerhighdays_erc90,0
Deary,10mibuffer,1988,firesummerhighdays_erc90,0
Deary,10mibuffer,1989,firesummerhighdays_erc90,0
Deary,10mibuffer,1990,firesummerhighdays_erc90,0
Deary,10mibuffer,1991,firesummerhighdays_erc90,0
Deary,10mibuffer,1992,firesummerhighdays_erc90,13
Deary,10mibuffer,1993,firesummerhighdays_erc90,0
Deary,10mibuffer,1994,firesummerhighdays_erc90,0
Deary,10mibuffer,1995,firesummerhighdays_erc90,0
Deary,10mibuffer,1996,firesummerhighdays_erc90,0
Deary,10mibuffer,1997,firesummerhighdays_erc90,0
Deary,10mibuffer,1998,firesummerhighdays_erc90,0
Deary,10mibuffer,1999,firesummerhighdays_erc90,0
Deary,10mibuffer,2000,firesummerhighdays_erc90,0
Deary,10mibuffer,2001,firesummerhighdays_erc90,0
Deary,10mibuffer,2002,firesummerhighdays_erc90,0
Deary,10mibuffer,2003,firesummerhighdays_erc90,0
Deary,10mibuffer,2004,firesummerhighdays_erc90,0
Deary,10mibuffer,2005,firesummerhighdays_erc90,0
Deary,10mibuffer,2006,firesummerhighdays_erc90,0
Deary,10mibuffer,2007,firesummerhighdays_erc90,5
Deary,10mibuffer,2008,firesummerhighdays_erc90,0
Deary,10mibuffer,2009,firesummerhighdays_erc90,2
Deary,10mibuffer,2010,firesummerhighdays_erc90,9
Deary,10mibuffer,2011,firesummerhighdays_erc90,0
Deary,10mibuffer,2012,firesummerhighdays_erc90,0
Deary,10mibuffer,2013,firesummerhighdays_erc90,10
Deary,10mibuffer,2014,firesummerhighdays_erc90,14
Deary,10mibuffer,2015,firesummerhighdays_erc90,71
Deary,10mibuffer,2016,firesummerhighdays_erc90,3
Deary,10mibuffer,2017,firesummerhighdays_erc90,11
Deary,10mibuffer,2018,firesummerhighdays_erc90,4
Deary,10mibuffer,2019,firesummerhighdays_erc90,0
Deary,10mibuffer,2020,firesummerhighdays_erc90,5
Deary,10mibuffer,2021,firesummerhighdays_erc90,50
Deary,10mibuffer,2022,firesummerhighdays_erc90,0
Deary,10mibuffer,2023,firesummerhighdays_erc90,34
Deary,10mibuffer,2024,firesummerhighdays_erc90,2
Deary,10mibuffer,2025,firesummerhighdays_erc90,32
Deary,10mibuffer,1980,frostdays,158
Deary,10mibuffer,1981,frostdays,160
Deary,10mibuffer,1982,frostdays,175
Deary,10mibuffer,1983,frostdays,169
Deary,10mibuffer,1984,frostdays,177
Deary,10mibuffer,1985,frostdays,187
Deary,10mibuffer,1986,frostdays,170
Deary,10mibuffer,1987,frostdays,161
Deary,10mibuffer,1988,frostdays,181
Deary,10mibuffer,1989,frostdays,155
Deary,10mibuffer,1990,frostdays,148
Deary,10mibuffer,1991,frostdays,174
Deary,10mibuffer,1992,frostdays,162
Deary,10mibuffer,1993,frostdays,162
Deary,10mibuffer,1994,frostdays,163
Deary,10mibuffer,1995,frostdays,165
Deary,10mibuffer,1996,frostdays,157
Deary,10mibuffer,1997,frostdays,155
Deary,10mibuffer,1998,frostdays,161
Deary,10mibuffer,1999,frostdays,178
Deary,10mibuffer,2000,frostdays,162
Deary,10mibuffer,2001,frostdays,192
Deary,10mibuffer,2002,frostdays,174
Deary,10mibuffer,2003,frostdays,163
Deary,10mibuffer,2004,frostdays,168
Deary,10mibuffer,2005,frostdays,162
Deary,10mibuffer,2006,frostdays,153
Deary,10mibuffer,2007,frostdays,167
Deary,10mibuffer,2008,frostdays,186
Deary,10mibuffer,2009,frostdays,178
Deary,10mibuffer,2010,frostdays,164
Deary,10mibuffer,2011,frostdays,178
Deary,10mibuffer,2012,frostdays,181
Deary,10mibuffer,2013,frostdays,165
Deary,10mibuffer,2014,frostdays,158
Deary,10mibuffer,2015,frostdays,99
Deary,10mibuffer,2016,frostdays,108
Deary,10mibuffer,2017,frostdays,133
Deary,10mibuffer,2018,frostdays,133
Deary,10mibuffer,2019,frostdays,156
Deary,10mibuffer,2020,frostdays,160
Deary,10mibuffer,2021,frostdays,152
Deary,10mibuffer,2022,frostdays,150
Deary,10mibuffer,2023,frostdays,162
Deary,10mibuffer,2024,frostdays,124
Deary,10mibuffer,2025,frostdays,132
Deary,10mibuffer,1980,gsenddoy,270
Deary,10mibuffer,1981,gsenddoy,259
Deary,10mibuffer,1982,gsenddoy,265
Deary,10mibuffer,1983,gsenddoy,266
Deary,10mibuffer,1984,gsenddoy,260
Deary,10mibuffer,1985,gsenddoy,252
Deary,10mibuffer,1986,gsenddoy,255
Deary,10mibuffer,1987,gsenddoy,269
Deary,10mibuffer,1988,gsenddoy,256
Deary,10mibuffer,1989,gsenddoy,269
Deary,10mibuffer,1990,gsenddoy,269
Deary,10mibuffer,1991,gsenddoy,269
Deary,10mibuffer,1992,gsenddoy,265
Deary,10mibuffer,1993,gsenddoy,269
Deary,10mibuffer,1994,gsenddoy,269
Deary,10mibuffer,1995,gsenddoy,259
Deary,10mibuffer,1996,gsenddoy,255
Deary,10mibuffer,1997,gsenddoy,269
Deary,10mibuffer,1998,gsenddoy,269
Deary,10mibuffer,1999,gsenddoy,263
Deary,10mibuffer,2000,gsenddoy,270
Deary,10mibuffer,2001,gsenddoy,269
Deary,10mibuffer,2002,gsenddoy,265
Deary,10mibuffer,2003,gsenddoy,269
Deary,10mibuffer,2004,gsenddoy,270
Deary,10mibuffer,2005,gsenddoy,260
Deary,10mibuffer,2006,gsenddoy,269
Deary,10mibuffer,2007,gsenddoy,257
Deary,10mibuffer,2008,gsenddoy,270
Deary,10mibuffer,2009,gsenddoy,266
Deary,10mibuffer,2010,gsenddoy,269
Deary,10mibuffer,2011,gsenddoy,269
Deary,10mibuffer,2012,gsenddoy,270
Deary,10mibuffer,2013,gsenddoy,261
Deary,10mibuffer,2014,gsenddoy,269
Deary,10mibuffer,2015,gsenddoy,269
Deary,10mibuffer,2016,gsenddoy,270
Deary,10mibuffer,2017,gsenddoy,269
Deary,10mibuffer,2018,gsenddoy,268
Deary,10mibuffer,2019,gsenddoy,264
Deary,10mibuffer,2020,gsenddoy,265
Deary,10mibuffer,2021,gsenddoy,269
Deary,10mibuffer,2022,gsenddoy,269
Deary,10mibuffer,2023,gsenddoy,266
Deary,10mibuffer,2024,gsenddoy,270
Deary,10mibuffer,2025,gsenddoy,269
Deary,10mibuffer,1980,gslength,-4
Deary,10mibuffer,1981,gslength,-16
Deary,10mibuffer,1982,gslength,133
Deary,10mibuffer,1983,gslength,126
Deary,10mibuffer,1984,gslength,112
Deary,10mibuffer,1985,gslength,-23
Deary,10mibuffer,1986,gslength,118
Deary,10mibuffer,1987,gslength,157
Deary,10mibuffer,1988,gslength,-18
Deary,10mibuffer,1989,gslength,-6
Deary,10mibuffer,1990,gslength,164
Deary,10mibuffer,1991,gslength,134
Deary,10mibuffer,1992,gslength,-15
Deary,10mibuffer,1993,gslength,140
Deary,10mibuffer,1994,gslength,-5
Deary,10mibuffer,1995,gslength,133
Deary,10mibuffer,1996,gslength,122
Deary,10mibuffer,1997,gslength,-6
Deary,10mibuffer,1998,gslength,151
Deary,10mibuffer,1999,gslength,124
Deary,10mibuffer,2000,gslength,135
Deary,10mibuffer,2001,gslength,140
Deary,10mibuffer,2002,gslength,128
Deary,10mibuffer,2003,gslength,128
Deary,10mibuffer,2004,gslength,-4
Deary,10mibuffer,2005,gslength,-15
Deary,10mibuffer,2006,gslength,137
Deary,10mibuffer,2007,gslength,-17
Deary,10mibuffer,2008,gslength,135
Deary,10mibuffer,2009,gslength,131
Deary,10mibuffer,2010,gslength,163
Deary,10mibuffer,2011,gslength,-5
Deary,10mibuffer,2012,gslength,158
Deary,10mibuffer,2013,gslength,-22
Deary,10mibuffer,2014,gslength,149
Deary,10mibuffer,2015,gslength,-7
Deary,10mibuffer,2016,gslength,-4
Deary,10mibuffer,2017,gslength,-42
Deary,10mibuffer,2018,gslength,154
Deary,10mibuffer,2019,gslength,140
Deary,10mibuffer,2020,gslength,147
Deary,10mibuffer,2021,gslength,-6
Deary,10mibuffer,2022,gslength,-5
Deary,10mibuffer,2023,gslength,-8
Deary,10mibuffer,2024,gslength,-5
Deary,10mibuffer,2025,gslength,-10
Deary,10mibuffer,1980,gsstartdoy,274
Deary,10mibuffer,1981,gsstartdoy,275
Deary,10mibuffer,1982,gsstartdoy,132
Deary,10mibuffer,1983,gsstartdoy,140
Deary,10mibuffer,1984,gsstartdoy,148
Deary,10mibuffer,1985,gsstartdoy,275
Deary,10mibuffer,1986,gsstartdoy,137
Deary,10mibuffer,1987,gsstartdoy,112
Deary,10mibuffer,1988,gsstartdoy,274
Deary,10mibuffer,1989,gsstartdoy,275
Deary,10mibuffer,1990,gsstartdoy,105
Deary,10mibuffer,1991,gsstartdoy,135
Deary,10mibuffer,1992,gsstartdoy,280
Deary,10mibuffer,1993,gsstartdoy,129
Deary,10mibuffer,1994,gsstartdoy,274
Deary,10mibuffer,1995,gsstartdoy,126
Deary,10mibuffer,1996,gsstartdoy,133
Deary,10mibuffer,1997,gsstartdoy,275
Deary,10mibuffer,1998,gsstartdoy,118
Deary,10mibuffer,1999,gsstartdoy,139
Deary,10mibuffer,2000,gsstartdoy,135
Deary,10mibuffer,2001,gsstartdoy,129
Deary,10mibuffer,2002,gsstartdoy,137
Deary,10mibuffer,2003,gsstartdoy,141
Deary,10mibuffer,2004,gsstartdoy,274
Deary,10mibuffer,2005,gsstartdoy,275
Deary,10mibuffer,2006,gsstartdoy,132
Deary,10mibuffer,2007,gsstartdoy,274
Deary,10mibuffer,2008,gsstartdoy,135
Deary,10mibuffer,2009,gsstartdoy,135
Deary,10mibuffer,2010,gsstartdoy,106
Deary,10mibuffer,2011,gsstartdoy,274
Deary,10mibuffer,2012,gsstartdoy,112
Deary,10mibuffer,2013,gsstartdoy,283
Deary,10mibuffer,2014,gsstartdoy,120
Deary,10mibuffer,2015,gsstartdoy,276
Deary,10mibuffer,2016,gsstartdoy,274
Deary,10mibuffer,2017,gsstartdoy,311
Deary,10mibuffer,2018,gsstartdoy,114
Deary,10mibuffer,2019,gsstartdoy,124
Deary,10mibuffer,2020,gsstartdoy,118
Deary,10mibuffer,2021,gsstartdoy,275
Deary,10mibuffer,2022,gsstartdoy,274
Deary,10mibuffer,2023,gsstartdoy,274
Deary,10mibuffer,2024,gsstartdoy,275
Deary,10mibuffer,2025,gsstartdoy,279
Deary,10mibuffer,1980,maxcoolseasondrydur,33
