"system.index","Name","Shape_Area","Shape_Leng","precip","tavg","tmax","tmin",".geo"
"19651210_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.3125,4.7578125,-2.140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651211_00000000000000000000","Deary",3414097.91084,9686.26783674,1.7265625,0.7890625,2.171875,-0.59375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651212_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.1171875,3.1484375,-0.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651213_00000000000000000000","Deary",3414097.91084,9686.26783674,0,0.546875,2.359375,-1.2578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651214_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-2.921875,0.859375,-6.703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651215_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-3.9921875,-0.0078125,-7.96875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651216_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-4.8671875,-2.71875,-7.0234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651217_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-6.890625,-2.6171875,-11.171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651218_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-4.953125,-0.1171875,-9.7890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651219_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-2.5234375,1.5703125,-6.6171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651220_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-1.9375,3.40625,-7.2890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651221_00000000000000000000","Deary",3414097.91084,9686.26783674,2.7109375,-1.109375,3.359375,-5.578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651222_00000000000000000000","Deary",3414097.91084,9686.26783674,4.3515625,-1.9609375,-0.1171875,-3.7890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651223_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-4.890625,-0.59375,-9.203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651224_00000000000000000000","Deary",3414097.91084,9686.26783674,4,-3.921875,0.828125,-8.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651225_00000000000000000000","Deary",3414097.91084,9686.26783674,1.8671875,-4.78125,1.046875,-10.6171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651226_00000000000000000000","Deary",3414097.91084,9686.26783674,2.640625,-4.6484375,-0.2421875,-9.046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651227_00000000000000000000","Deary",3414097.91084,9686.26783674,0.453125,-2,0.9296875,-4.9296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651228_00000000000000000000","Deary",3414097.91084,9686.26783674,7.78125,2.0390625,7.21875,-3.1328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651229_00000000000000000000","Deary",3414097.91084,9686.26783674,5.0703125,3.046875,9.5,-3.390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651230_00000000000000000000","Deary",3414097.91084,9686.26783674,4.078125,-0.09375,3.4765625,-3.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19651231_00000000000000000000","Deary",3414097.91084,9686.26783674,3.453125,-1.671875,1.640625,-4.9765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660101_00000000000000000000","Deary",3414097.91084,9686.26783674,1.7890625,-2.1796875,1.203125,-5.5625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660102_00000000000000000000","Deary",3414097.91084,9686.26783674,4.7109375,-2.09375,1.0390625,-5.21875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660103_00000000000000000000","Deary",3414097.91084,9686.26783674,21.4921875,-1.140625,0.7265625,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660104_00000000000000000000","Deary",3414097.91084,9686.26783674,28.421875,-0.2421875,2.2578125,-2.7265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660105_00000000000000000000","Deary",3414097.91084,9686.26783674,11.3125,0.6875,2.2265625,-0.859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660106_00000000000000000000","Deary",3414097.91084,9686.26783674,33.84375,2.296875,4.1875,0.40625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660107_00000000000000000000","Deary",3414097.91084,9686.26783674,3.859375,3.296875,5.328125,1.2734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660108_00000000000000000000","Deary",3414097.91084,9686.26783674,3.0625,4.6171875,7.90625,1.34375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660109_00000000000000000000","Deary",3414097.91084,9686.26783674,1.1171875,0.6015625,4.1875,-2.9921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660110_00000000000000000000","Deary",3414097.91084,9686.26783674,0,0.0390625,2.7578125,-2.671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660111_00000000000000000000","Deary",3414097.91084,9686.26783674,7.6171875,1.5,3.8203125,-0.8125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660112_00000000000000000000","Deary",3414097.91084,9686.26783674,6.15625,2.28125,4.03125,0.53125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660113_00000000000000000000","Deary",3414097.91084,9686.26783674,14.1328125,2.5390625,4.4921875,0.59375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660114_00000000000000000000","Deary",3414097.91084,9686.26783674,3.8984375,2.90625,4.9921875,0.828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660115_00000000000000000000","Deary",3414097.91084,9686.26783674,0,0.578125,4.0078125,-2.8515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660116_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-1.71875,2.4375,-5.890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660117_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-2.9375,2.546875,-8.4375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660118_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-2.90625,2.25,-8.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660119_00000000000000000000","Deary",3414097.91084,9686.26783674,0.6484375,-3.9609375,-1.75,-6.15625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660120_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-9.0703125,-2.046875,-16.09375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660121_00000000000000000000","Deary",3414097.91084,9686.26783674,0.6796875,-7.796875,-3.1171875,-12.4921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660122_00000000000000000000","Deary",3414097.91084,9686.26783674,0.7265625,-3.71875,-0.421875,-7.0234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660123_00000000000000000000","Deary",3414097.91084,9686.26783674,6.328125,-2.578125,-0.828125,-4.3203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660124_00000000000000000000","Deary",3414097.91084,9686.26783674,6.65625,-4.8125,0.21875,-9.84375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660125_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-8.75,-1.953125,-15.546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660126_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-3.1171875,0.8828125,-7.109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660127_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-1.546875,2.90625,-6.0078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660128_00000000000000000000","Deary",3414097.91084,9686.26783674,0.8828125,-0.9921875,2.6796875,-4.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660129_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.2265625,4.703125,-2.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660130_00000000000000000000","Deary",3414097.91084,9686.26783674,0,2.1484375,6.0078125,-1.7109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660131_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.6875,5.2734375,-1.890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660201_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-2.3828125,3.5625,-8.3125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660202_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-3.078125,3.421875,-9.578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660203_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-2.8125,3.90625,-9.5390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660204_00000000000000000000","Deary",3414097.91084,9686.26783674,0.328125,-1.4765625,4.4921875,-7.453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660205_00000000000000000000","Deary",3414097.91084,9686.26783674,6.53125,2.2421875,5.2421875,-0.7578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660206_00000000000000000000","Deary",3414097.91084,9686.26783674,2.4296875,1.4375,5.359375,-2.4765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660207_00000000000000000000","Deary",3414097.91084,9686.26783674,4.7734375,-0.359375,2.4296875,-3.1484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660208_00000000000000000000","Deary",3414097.91084,9686.26783674,2.0078125,-1.109375,1.4375,-3.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660209_00000000000000000000","Deary",3414097.91084,9686.26783674,8.1875,-0.828125,1.859375,-3.5234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660210_00000000000000000000","Deary",3414097.91084,9686.26783674,2.546875,-5.15625,1.59375,-11.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660211_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-3.9765625,1.5234375,-9.4765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660212_00000000000000000000","Deary",3414097.91084,9686.26783674,7.84375,-2.4765625,1.40625,-6.3671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660213_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-4.328125,0.6484375,-9.296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660214_00000000000000000000","Deary",3414097.91084,9686.26783674,6.203125,-2.4765625,0.6484375,-5.609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660215_00000000000000000000","Deary",3414097.91084,9686.26783674,0.953125,-7.2890625,1.3515625,-15.921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660216_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-6.5234375,0.1171875,-13.15625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660217_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-1.59375,2.3203125,-5.5078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660218_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-0.140625,4.0625,-4.34375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660219_00000000000000000000","Deary",3414097.91084,9686.26783674,0,0.65625,6.53125,-5.2109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660220_00000000000000000000","Deary",3414097.91084,9686.26783674,10.5625,2.3125,7.6015625,-2.9765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660221_00000000000000000000","Deary",3414097.91084,9686.26783674,0,2.1171875,5.703125,-1.453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660222_00000000000000000000","Deary",3414097.91084,9686.26783674,0,2.4296875,9.3671875,-4.5078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660223_00000000000000000000","Deary",3414097.91084,9686.26783674,0,3.21875,9.7890625,-3.34375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660224_00000000000000000000","Deary",3414097.91084,9686.26783674,0,2.59375,7.296875,-2.109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660225_00000000000000000000","Deary",3414097.91084,9686.26783674,0,3.8671875,9.609375,-1.859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660226_00000000000000000000","Deary",3414097.91084,9686.26783674,1.2421875,2.40625,7.75,-2.9296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660227_00000000000000000000","Deary",3414097.91084,9686.26783674,2.8828125,1.4609375,4.8671875,-1.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660228_00000000000000000000","Deary",3414097.91084,9686.26783674,4.0390625,1.65625,4.5390625,-1.21875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660301_00000000000000000000","Deary",3414097.91084,9686.26783674,2.3515625,-0.828125,3.546875,-5.203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660302_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-5.34375,1.2421875,-11.921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660303_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-5.3984375,0.8515625,-11.640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660304_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-6.1015625,1.390625,-13.59375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660305_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-3.3984375,4.5703125,-11.3671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660306_00000000000000000000","Deary",3414097.91084,9686.26783674,1.90625,0.890625,4.828125,-3.046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660307_00000000000000000000","Deary",3414097.91084,9686.26783674,13.59375,2.9921875,6.9765625,-1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660308_00000000000000000000","Deary",3414097.91084,9686.26783674,1,2.453125,6.1875,-1.296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660309_00000000000000000000","Deary",3414097.91084,9686.26783674,23.2734375,3.6171875,5.78125,1.4609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660310_00000000000000000000","Deary",3414097.91084,9686.26783674,8.9921875,4.21875,7.5,0.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660311_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.328125,7.09375,-4.421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660312_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.6171875,11.6796875,-2.4375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660313_00000000000000000000","Deary",3414097.91084,9686.26783674,4.8515625,7.671875,14.3828125,0.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660314_00000000000000000000","Deary",3414097.91084,9686.26783674,10.140625,4.953125,8.7578125,1.1328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660315_00000000000000000000","Deary",3414097.91084,9686.26783674,7.1875,5.4609375,12.0234375,-1.1015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660316_00000000000000000000","Deary",3414097.91084,9686.26783674,6.8515625,3.15625,6.7265625,-0.40625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660317_00000000000000000000","Deary",3414097.91084,9686.26783674,2.1015625,-0.25,3.171875,-3.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660318_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-0.890625,4.28125,-6.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660319_00000000000000000000","Deary",3414097.91084,9686.26783674,3.3828125,1.59375,5.9296875,-2.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660320_00000000000000000000","Deary",3414097.91084,9686.26783674,6.25,0.3515625,4.0390625,-3.328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660321_00000000000000000000","Deary",3414097.91084,9686.26783674,7.3515625,0.53125,3.8671875,-2.8203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660322_00000000000000000000","Deary",3414097.91084,9686.26783674,3.53125,-3.421875,1.8515625,-8.6796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660323_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-0.6328125,6.0390625,-7.296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660324_00000000000000000000","Deary",3414097.91084,9686.26783674,0,2.6015625,10.140625,-4.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660325_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.5390625,13.3203125,-4.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660326_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.4765625,15.9375,-2.9765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660327_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.7578125,17.0703125,-1.546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660328_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.359375,18.0390625,-1.328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660329_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.4921875,19.0078125,-0.03125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660330_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.078125,20.1484375,0.0078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660331_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.2265625,17.2265625,1.2421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660401_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.59375,16.328125,-1.1484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660402_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.6015625,16.9375,-1.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660403_00000000000000000000","Deary",3414097.91084,9686.26783674,0,3.3203125,11.5625,-4.921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660404_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.8125,14.078125,-4.4609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660405_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.5703125,16.5390625,-3.390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660406_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.7578125,19.4921875,-1.9609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660407_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.59375,19.96875,-0.78125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660408_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.2578125,20.3671875,0.1484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660409_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.671875,20.28125,3.046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660410_00000000000000000000","Deary",3414097.91084,9686.26783674,1.671875,7.6796875,12.0234375,3.34375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660411_00000000000000000000","Deary",3414097.91084,9686.26783674,2.1328125,8.1015625,13.859375,2.34375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660412_00000000000000000000","Deary",3414097.91084,9686.26783674,2.96875,6.1328125,11.671875,0.59375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660413_00000000000000000000","Deary",3414097.91084,9686.26783674,1.4375,1.7421875,7.109375,-3.640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660414_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.1484375,13.8125,-1.5078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660415_00000000000000000000","Deary",3414097.91084,9686.26783674,1.53125,9.75,15.7265625,3.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660416_00000000000000000000","Deary",3414097.91084,9686.26783674,0.5234375,7.453125,14.1796875,0.71875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660417_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.8984375,13.1171875,-3.3125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660418_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.96875,8.8828125,-4.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660419_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-1.40625,7.03125,-9.8515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660420_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.7265625,7.5078125,-4.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660421_00000000000000000000","Deary",3414097.91084,9686.26783674,8.84375,3.3203125,6.890625,-0.2421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660422_00000000000000000000","Deary",3414097.91084,9686.26783674,1.75,3.7265625,9.171875,-1.71875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660423_00000000000000000000","Deary",3414097.91084,9686.26783674,0,5.8828125,10.8203125,0.9375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660424_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.703125,16.078125,-0.6796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660425_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.7109375,18.9375,2.4921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660426_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.9765625,14.890625,-0.9375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660427_00000000000000000000","Deary",3414097.91084,9686.26783674,2.3125,3.9296875,8.9921875,-1.140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660428_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.03125,11.2265625,-3.1796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660429_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.9921875,12.96875,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660430_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.3671875,14.859375,-0.1171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660501_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.2890625,17.71875,-1.1328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660502_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.1796875,22.6328125,1.7421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660503_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.78125,27.53125,2.03125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660504_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.5703125,29.4921875,3.6484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660505_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.0390625,30.75,5.3203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660506_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.2890625,30.9921875,7.59375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660507_00000000000000000000","Deary",3414097.91084,9686.26783674,2.7421875,12.140625,21,3.2890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660508_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.7265625,21.4375,2.0234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660509_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.7578125,25.1484375,4.3828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660510_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.0703125,23.71875,4.4296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660511_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.4765625,13.8828125,3.09375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660512_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.9609375,18.09375,-0.1796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660513_00000000000000000000","Deary",3414097.91084,9686.26783674,2.0390625,8.0390625,15.2734375,0.796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660514_00000000000000000000","Deary",3414097.91084,9686.26783674,2.59375,5.8984375,11.21875,0.578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660515_00000000000000000000","Deary",3414097.91084,9686.26783674,1.703125,4.390625,9.6484375,-0.8671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660516_00000000000000000000","Deary",3414097.91084,9686.26783674,6.140625,6.828125,12.890625,0.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660517_00000000000000000000","Deary",3414097.91084,9686.26783674,0,5.1328125,12.03125,-1.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660518_00000000000000000000","Deary",3414097.91084,9686.26783674,0,5.921875,15.0234375,-3.1875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660519_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.3203125,19.5078125,-0.8671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660520_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.9375,22.828125,3.046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660521_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.6875,22.09375,5.28125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660522_00000000000000000000","Deary",3414097.91084,9686.26783674,3.8125,8.453125,17.0390625,-0.140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660523_00000000000000000000","Deary",3414097.91084,9686.26783674,0.6171875,5.4609375,13.546875,-2.6171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660524_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.21875,19.828125,0.609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660525_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.1328125,25.59375,2.6796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660526_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.0234375,28.8828125,5.15625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660527_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.546875,29.671875,7.421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660528_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.140625,22.546875,3.7421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660529_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.0234375,23.5,4.5390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660530_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.2734375,22.9609375,5.578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660531_00000000000000000000","Deary",3414097.91084,9686.26783674,3.3203125,12.84375,21.21875,4.4609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660601_00000000000000000000","Deary",3414097.91084,9686.26783674,1.703125,8.703125,14.6171875,2.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660602_00000000000000000000","Deary",3414097.91084,9686.26783674,1.8828125,12.4765625,20.15625,4.8125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19660603_00000000000000000000","Deary",3414097.91084,9686.26783674,5.7578125,8.3515625,14.1328125,2.5625,"{""type"":""MultiPoint"",""coordinates"":[]}"
