"date","prcp","coord","day","month","year"
1987-11-25,6.703125,"Deary",25,11,1987
1987-11-26,0,"Deary",26,11,1987
1987-11-27,0,"Deary",27,11,1987
1987-11-28,0,"Deary",28,11,1987
1987-11-29,0,"Deary",29,11,1987
1987-11-30,0,"Deary",30,11,1987
1987-12-01,4.671875,"Deary",1,12,1987
1987-12-02,22.8828125,"Deary",2,12,1987
1987-12-03,10.3515625,"Deary",3,12,1987
1987-12-04,1.15625,"Deary",4,12,1987
1987-12-05,2.7421875,"Deary",5,12,1987
1987-12-06,6.40625,"Deary",6,12,1987
1987-12-07,10.09375,"Deary",7,12,1987
1987-12-08,1.7265625,"Deary",8,12,1987
1987-12-09,6.421875,"Deary",9,12,1987
1987-12-10,28.0625,"Deary",10,12,1987
1987-12-11,0,"Deary",11,12,1987
1987-12-12,0,"Deary",12,12,1987
1987-12-13,0,"Deary",13,12,1987
1987-12-14,0,"Deary",14,12,1987
1987-12-15,1.8515625,"Deary",15,12,1987
1987-12-16,0.953125,"Deary",16,12,1987
1987-12-17,1.7265625,"Deary",17,12,1987
1987-12-18,0,"Deary",18,12,1987
1987-12-19,0,"Deary",19,12,1987
1987-12-20,0,"Deary",20,12,1987
1987-12-21,9.03125,"Deary",21,12,1987
1987-12-22,0,"Deary",22,12,1987
1987-12-23,3.1328125,"Deary",23,12,1987
1987-12-24,0,"Deary",24,12,1987
1987-12-25,0,"Deary",25,12,1987
1987-12-26,0,"Deary",26,12,1987
1987-12-27,0,"Deary",27,12,1987
1987-12-28,0,"Deary",28,12,1987
1987-12-29,0,"Deary",29,12,1987
1987-12-30,0,"Deary",30,12,1987
1987-12-31,1.25,"Deary",31,12,1987
1988-01-01,0,"Deary",1,1,1988
1988-01-02,0,"Deary",2,1,1988
1988-01-03,0,"Deary",3,1,1988
1988-01-04,0,"Deary",4,1,1988
1988-01-05,0,"Deary",5,1,1988
1988-01-06,0,"Deary",6,1,1988
1988-01-07,0,"Deary",7,1,1988
1988-01-08,0.9921875,"Deary",8,1,1988
1988-01-09,6.6484375,"Deary",9,1,1988
1988-01-10,10.65625,"Deary",10,1,1988
1988-01-11,18.7265625,"Deary",11,1,1988
1988-01-12,6.28125,"Deary",12,1,1988
1988-01-13,4.2578125,"Deary",13,1,1988
1988-01-14,15.6015625,"Deary",14,1,1988
1988-01-15,30.359375,"Deary",15,1,1988
1988-01-16,1.84375,"Deary",16,1,1988
1988-01-17,3.7578125,"Deary",17,1,1988
1988-01-18,0,"Deary",18,1,1988
1988-01-19,0,"Deary",19,1,1988
1988-01-20,0,"Deary",20,1,1988
1988-01-21,0,"Deary",21,1,1988
1988-01-22,0,"Deary",22,1,1988
1988-01-23,0,"Deary",23,1,1988
1988-01-24,0,"Deary",24,1,1988
1988-01-25,0,"Deary",25,1,1988
1988-01-26,0,"Deary",26,1,1988
1988-01-27,0,"Deary",27,1,1988
1988-01-28,0,"Deary",28,1,1988
1988-01-29,0.8125,"Deary",29,1,1988
1988-01-30,5.671875,"Deary",30,1,1988
1988-01-31,2.6796875,"Deary",31,1,1988
1988-02-01,0,"Deary",1,2,1988
1988-02-02,0,"Deary",2,2,1988
1988-02-03,0,"Deary",3,2,1988
1988-02-04,0,"Deary",4,2,1988
1988-02-05,0,"Deary",5,2,1988
1988-02-06,0,"Deary",6,2,1988
1988-02-07,2.703125,"Deary",7,2,1988
1988-02-08,6.328125,"Deary",8,2,1988
1988-02-09,18.6328125,"Deary",9,2,1988
1988-02-10,9.3828125,"Deary",10,2,1988
1988-02-11,1.890625,"Deary",11,2,1988
1988-02-12,0,"Deary",12,2,1988
1988-02-13,1.4296875,"Deary",13,2,1988
1988-02-14,2.15625,"Deary",14,2,1988
1988-02-15,9.6171875,"Deary",15,2,1988
1988-02-16,4.9921875,"Deary",16,2,1988
1988-02-17,0,"Deary",17,2,1988
1988-02-18,6.9765625,"Deary",18,2,1988
1988-02-19,0,"Deary",19,2,1988
1988-02-20,0,"Deary",20,2,1988
1988-02-21,0,"Deary",21,2,1988
1988-02-22,0,"Deary",22,2,1988
1988-02-23,0,"Deary",23,2,1988
1988-02-24,0,"Deary",24,2,1988
1988-02-25,0,"Deary",25,2,1988
1988-02-26,0,"Deary",26,2,1988
1988-02-27,0,"Deary",27,2,1988
1988-02-28,0,"Deary",28,2,1988
1988-02-29,0,"Deary",29,2,1988
1988-03-01,0,"Deary",1,3,1988
1988-03-02,0,"Deary",2,3,1988
1988-03-03,4.6484375,"Deary",3,3,1988
1988-03-04,0,"Deary",4,3,1988
1988-03-05,8.2421875,"Deary",5,3,1988
1988-03-06,11.9609375,"Deary",6,3,1988
1988-03-07,2.578125,"Deary",7,3,1988
1988-03-08,0,"Deary",8,3,1988
1988-03-09,10.5078125,"Deary",9,3,1988
1988-03-10,5.3828125,"Deary",10,3,1988
1988-03-11,0,"Deary",11,3,1988
1988-03-12,0,"Deary",12,3,1988
1988-03-13,0,"Deary",13,3,1988
1988-03-14,0.609375,"Deary",14,3,1988
1988-03-15,2.0078125,"Deary",15,3,1988
1988-03-16,0,"Deary",16,3,1988
1988-03-17,0,"Deary",17,3,1988
1988-03-18,0,"Deary",18,3,1988
1988-03-19,0,"Deary",19,3,1988
1988-03-20,0,"Deary",20,3,1988
1988-03-21,0,"Deary",21,3,1988
1988-03-22,2.4921875,"Deary",22,3,1988
1988-03-23,9.921875,"Deary",23,3,1988
1988-03-24,5.75,"Deary",24,3,1988
1988-03-25,12.25,"Deary",25,3,1988
1988-03-26,3.2109375,"Deary",26,3,1988
1988-03-27,14.3828125,"Deary",27,3,1988
1988-03-28,7.09375,"Deary",28,3,1988
1988-03-29,5.921875,"Deary",29,3,1988
1988-03-30,9.6484375,"Deary",30,3,1988
1988-03-31,0,"Deary",31,3,1988
1988-04-01,0,"Deary",1,4,1988
1988-04-02,3.546875,"Deary",2,4,1988
1988-04-03,11.40625,"Deary",3,4,1988
1988-04-04,5.46875,"Deary",4,4,1988
1988-04-05,3.65625,"Deary",5,4,1988
1988-04-06,2.2109375,"Deary",6,4,1988
1988-04-07,6.9609375,"Deary",7,4,1988
1988-04-08,0,"Deary",8,4,1988
1988-04-09,0,"Deary",9,4,1988
1988-04-10,0,"Deary",10,4,1988
1988-04-11,0,"Deary",11,4,1988
1988-04-12,0,"Deary",12,4,1988
1988-04-13,0,"Deary",13,4,1988
1988-04-14,0,"Deary",14,4,1988
1988-04-15,0,"Deary",15,4,1988
1988-04-16,0,"Deary",16,4,1988
1988-04-17,0,"Deary",17,4,1988
1988-04-18,1.703125,"Deary",18,4,1988
1988-04-19,0,"Deary",19,4,1988
1988-04-20,0,"Deary",20,4,1988
1988-04-21,0,"Deary",21,4,1988
1988-04-22,7.65625,"Deary",22,4,1988
1988-04-23,17.5703125,"Deary",23,4,1988
1988-04-24,2.046875,"Deary",24,4,1988
1988-04-25,0,"Deary",25,4,1988
1988-04-26,0,"Deary",26,4,1988
1988-04-27,0,"Deary",27,4,1988
1988-04-28,0,"Deary",28,4,1988
1988-04-29,6.1328125,"Deary",29,4,1988
1988-04-30,10.6484375,"Deary",30,4,1988
1988-05-01,0,"Deary",1,5,1988
1988-05-02,0,"Deary",2,5,1988
1988-05-03,1.46875,"Deary",3,5,1988
1988-05-04,3.1484375,"Deary",4,5,1988
1988-05-05,6.15625,"Deary",5,5,1988
1988-05-06,2.3203125,"Deary",6,5,1988
1988-05-07,0,"Deary",7,5,1988
1988-05-08,0,"Deary",8,5,1988
1988-05-09,2.2421875,"Deary",9,5,1988
1988-05-10,1.7890625,"Deary",10,5,1988
1988-05-11,0,"Deary",11,5,1988
1988-05-12,0,"Deary",12,5,1988
1988-05-13,2.1328125,"Deary",13,5,1988
1988-05-14,1.8125,"Deary",14,5,1988
1988-05-15,0,"Deary",15,5,1988
1988-05-16,0,"Deary",16,5,1988
1988-05-17,6.3515625,"Deary",17,5,1988
1988-05-18,0,"Deary",18,5,1988
1988-05-19,3.328125,"Deary",19,5,1988
1988-05-20,0,"Deary",20,5,1988
1988-05-21,0,"Deary",21,5,1988
1988-05-22,0,"Deary",22,5,1988
1988-05-23,0,"Deary",23,5,1988
1988-05-24,1.9375,"Deary",24,5,1988
1988-05-25,0,"Deary",25,5,1988
1988-05-26,0,"Deary",26,5,1988
1988-05-27,0,"Deary",27,5,1988
1988-05-28,0,"Deary",28,5,1988
1988-05-29,16.8671875,"Deary",29,5,1988
1988-05-30,20.4375,"Deary",30,5,1988
1988-05-31,0,"Deary",31,5,1988
1988-06-01,4.7421875,"Deary",1,6,1988
1988-06-02,12.109375,"Deary",2,6,1988
1988-06-03,0,"Deary",3,6,1988
1988-06-04,0,"Deary",4,6,1988
1988-06-05,0,"Deary",5,6,1988
1988-06-06,3.46875,"Deary",6,6,1988
1988-06-07,3.8125,"Deary",7,6,1988
1988-06-08,0,"Deary",8,6,1988
1988-06-09,2.1875,"Deary",9,6,1988
1988-06-10,0,"Deary",10,6,1988
1988-06-11,0,"Deary",11,6,1988
1988-06-12,0,"Deary",12,6,1988
1988-06-13,0,"Deary",13,6,1988
1988-06-14,0,"Deary",14,6,1988
1988-06-15,0,"Deary",15,6,1988
1988-06-16,0,"Deary",16,6,1988
1988-06-17,0,"Deary",17,6,1988
1988-06-18,0,"Deary",18,6,1988
1988-06-19,0,"Deary",19,6,1988
1988-06-20,0,"Deary",20,6,1988
1988-06-21,0,"Deary",21,6,1988
1988-06-22,0,"Deary",22,6,1988
1988-06-23,0,"Deary",23,6,1988
1988-06-24,0,"Deary",24,6,1988
1988-06-25,0,"Deary",25,6,1988
1988-06-26,8,"Deary",26,6,1988
1988-06-27,3.421875,"Deary",27,6,1988
1988-06-28,6.2421875,"Deary",28,6,1988
1988-06-29,3.84375,"Deary",29,6,1988
1988-06-30,4.9296875,"Deary",30,6,1988
1988-07-01,0,"Deary",1,7,1988
1988-07-02,0,"Deary",2,7,1988
1988-07-03,0,"Deary",3,7,1988
1988-07-04,0,"Deary",4,7,1988
1988-07-05,8.5078125,"Deary",5,7,1988
1988-07-06,9.59375,"Deary",6,7,1988
1988-07-07,0,"Deary",7,7,1988
1988-07-08,0,"Deary",8,7,1988
1988-07-09,0,"Deary",9,7,1988
1988-07-10,0,"Deary",10,7,1988
1988-07-11,0,"Deary",11,7,1988
1988-07-12,0,"Deary",12,7,1988
1988-07-13,0,"Deary",13,7,1988
1988-07-14,19.4609375,"Deary",14,7,1988
1988-07-15,3.2734375,"Deary",15,7,1988
1988-07-16,0,"Deary",16,7,1988
1988-07-17,0,"Deary",17,7,1988
1988-07-18,0,"Deary",18,7,1988
1988-07-19,0,"Deary",19,7,1988
1988-07-20,0,"Deary",20,7,1988
1988-07-21,0,"Deary",21,7,1988
1988-07-22,0,"Deary",22,7,1988
1988-07-23,0,"Deary",23,7,1988
1988-07-24,0,"Deary",24,7,1988
1988-07-25,0,"Deary",25,7,1988
1988-07-26,0,"Deary",26,7,1988
1988-07-27,0,"Deary",27,7,1988
1988-07-28,0,"Deary",28,7,1988
1988-07-29,0,"Deary",29,7,1988
1988-07-30,0,"Deary",30,7,1988
1988-07-31,0,"Deary",31,7,1988
1988-08-01,0,"Deary",1,8,1988
1988-08-02,0,"Deary",2,8,1988
1988-08-03,0,"Deary",3,8,1988
1988-08-04,0,"Deary",4,8,1988
1988-08-05,0,"Deary",5,8,1988
1988-08-06,0,"Deary",6,8,1988
1988-08-07,0,"Deary",7,8,1988
1988-08-08,0,"Deary",8,8,1988
1988-08-09,0,"Deary",9,8,1988
1988-08-10,0,"Deary",10,8,1988
1988-08-11,0,"Deary",11,8,1988
1988-08-12,0,"Deary",12,8,1988
1988-08-13,0,"Deary",13,8,1988
1988-08-14,0,"Deary",14,8,1988
1988-08-15,0,"Deary",15,8,1988
1988-08-16,0,"Deary",16,8,1988
1988-08-17,0,"Deary",17,8,1988
1988-08-18,0,"Deary",18,8,1988
1988-08-19,0,"Deary",19,8,1988
1988-08-20,0,"Deary",20,8,1988
1988-08-21,0,"Deary",21,8,1988
1988-08-22,0,"Deary",22,8,1988
1988-08-23,0,"Deary",23,8,1988
1988-08-24,0,"Deary",24,8,1988
1988-08-25,0,"Deary",25,8,1988
1988-08-26,0,"Deary",26,8,1988
1988-08-27,0,"Deary",27,8,1988
1988-08-28,0,"Deary",28,8,1988
1988-08-29,0,"Deary",29,8,1988
1988-08-30,0,"Deary",30,8,1988
1988-08-31,0,"Deary",31,8,1988
1988-09-01,0,"Deary",1,9,1988
1988-09-02,0,"Deary",2,9,1988
1988-09-03,0,"Deary",3,9,1988
1988-09-04,0,"Deary",4,9,1988
1988-09-05,0,"Deary",5,9,1988
1988-09-06,0,"Deary",6,9,1988
1988-09-07,0,"Deary",7,9,1988
1988-09-08,0,"Deary",8,9,1988
1988-09-09,0,"Deary",9,9,1988
1988-09-10,0,"Deary",10,9,1988
1988-09-11,0,"Deary",11,9,1988
1988-09-12,0,"Deary",12,9,1988
1988-09-13,0,"Deary",13,9,1988
1988-09-14,0,"Deary",14,9,1988
1988-09-15,0,"Deary",15,9,1988
1988-09-16,0,"Deary",16,9,1988
1988-09-17,0,"Deary",17,9,1988
1988-09-18,0,"Deary",18,9,1988
1988-09-19,2.7421875,"Deary",19,9,1988
1988-09-20,15.5,"Deary",20,9,1988
1988-09-21,0,"Deary",21,9,1988
1988-09-22,0,"Deary",22,9,1988
1988-09-23,0,"Deary",23,9,1988
1988-09-24,0,"Deary",24,9,1988
1988-09-25,0,"Deary",25,9,1988
1988-09-26,1.953125,"Deary",26,9,1988
1988-09-27,12.921875,"Deary",27,9,1988
1988-09-28,7.1328125,"Deary",28,9,1988
1988-09-29,0,"Deary",29,9,1988
1988-09-30,0,"Deary",30,9,1988
1988-10-01,0,"Deary",1,10,1988
1988-10-02,0,"Deary",2,10,1988
1988-10-03,0,"Deary",3,10,1988
1988-10-04,0,"Deary",4,10,1988
1988-10-05,0,"Deary",5,10,1988
1988-10-06,0,"Deary",6,10,1988
1988-10-07,0,"Deary",7,10,1988
1988-10-08,0,"Deary",8,10,1988
1988-10-09,0,"Deary",9,10,1988
1988-10-10,0,"Deary",10,10,1988
1988-10-11,0,"Deary",11,10,1988
1988-10-12,0,"Deary",12,10,1988
1988-10-13,0,"Deary",13,10,1988
1988-10-14,1.4375,"Deary",14,10,1988
1988-10-15,2.75,"Deary",15,10,1988
1988-10-16,7.1796875,"Deary",16,10,1988
1988-10-17,13.609375,"Deary",17,10,1988
1988-10-18,0,"Deary",18,10,1988
1988-10-19,4.71875,"Deary",19,10,1988
1988-10-20,0,"Deary",20,10,1988
1988-10-21,0,"Deary",21,10,1988
1988-10-22,0,"Deary",22,10,1988
1988-10-23,0,"Deary",23,10,1988
1988-10-24,0,"Deary",24,10,1988
1988-10-25,0,"Deary",25,10,1988
1988-10-26,0,"Deary",26,10,1988
1988-10-27,0,"Deary",27,10,1988
1988-10-28,0,"Deary",28,10,1988
1988-10-29,0,"Deary",29,10,1988
1988-10-30,0,"Deary",30,10,1988
1988-10-31,0,"Deary",31,10,1988
1988-11-01,0,"Deary",1,11,1988
1988-11-02,3.421875,"Deary",2,11,1988
1988-11-03,18.203125,"Deary",3,11,1988
1988-11-04,5.0390625,"Deary",4,11,1988
1988-11-05,6.546875,"Deary",5,11,1988
1988-11-06,12.5703125,"Deary",6,11,1988
1988-11-07,6.3828125,"Deary",7,11,1988
1988-11-08,0.6875,"Deary",8,11,1988
1988-11-09,7.296875,"Deary",9,11,1988
1988-11-10,2.140625,"Deary",10,11,1988
1988-11-11,11.4296875,"Deary",11,11,1988
1988-11-12,5.2734375,"Deary",12,11,1988
1988-11-13,7.5,"Deary",13,11,1988
1988-11-14,7.4609375,"Deary",14,11,1988
1988-11-15,2.6796875,"Deary",15,11,1988
1988-11-16,3.609375,"Deary",16,11,1988
1988-11-17,2.859375,"Deary",17,11,1988
1988-11-18,1.109375,"Deary",18,11,1988
1988-11-19,1.6171875,"Deary",19,11,1988
1988-11-20,6.0703125,"Deary",20,11,1988
1988-11-21,9.4765625,"Deary",21,11,1988
1988-11-22,18.390625,"Deary",22,11,1988
1988-11-23,11.8515625,"Deary",23,11,1988
1988-11-24,1.6328125,"Deary",24,11,1988
1988-11-25,5.203125,"Deary",25,11,1988
1988-11-26,9.8671875,"Deary",26,11,1988
1988-11-27,2.203125,"Deary",27,11,1988
1988-11-28,9.609375,"Deary",28,11,1988
1988-11-29,0,"Deary",29,11,1988
1988-11-30,0,"Deary",30,11,1988
1988-12-01,0,"Deary",1,12,1988
1988-12-02,0,"Deary",2,12,1988
1988-12-03,0,"Deary",3,12,1988
1988-12-04,0,"Deary",4,12,1988
1988-12-05,0,"Deary",5,12,1988
1988-12-06,1.828125,"Deary",6,12,1988
1988-12-07,5.671875,"Deary",7,12,1988
1988-12-08,0,"Deary",8,12,1988
1988-12-09,5.953125,"Deary",9,12,1988
1988-12-10,1.1328125,"Deary",10,12,1988
1988-12-11,0,"Deary",11,12,1988
1988-12-12,0,"Deary",12,12,1988
1988-12-13,0.2734375,"Deary",13,12,1988
1988-12-14,0.84375,"Deary",14,12,1988
1988-12-15,0,"Deary",15,12,1988
1988-12-16,0,"Deary",16,12,1988
1988-12-17,0,"Deary",17,12,1988
1988-12-18,0,"Deary",18,12,1988
1988-12-19,1.359375,"Deary",19,12,1988
1988-12-20,2.7734375,"Deary",20,12,1988
1988-12-21,8.3515625,"Deary",21,12,1988
1988-12-22,5.1328125,"Deary",22,12,1988
1988-12-23,6.5390625,"Deary",23,12,1988
1988-12-24,4.5234375,"Deary",24,12,1988
1988-12-25,0,"Deary",25,12,1988
1988-12-26,0,"Deary",26,12,1988
1988-12-27,0,"Deary",27,12,1988
1988-12-28,0,"Deary",28,12,1988
1988-12-29,2.3828125,"Deary",29,12,1988
1988-12-30,12.8515625,"Deary",30,12,1988
1988-12-31,8.7890625,"Deary",31,12,1988
1989-01-01,4.171875,"Deary",1,1,1989
1989-01-02,6.140625,"Deary",2,1,1989
1989-01-03,10.5,"Deary",3,1,1989
1989-01-04,1.078125,"Deary",4,1,1989
1989-01-05,1.890625,"Deary",5,1,1989
1989-01-06,2.640625,"Deary",6,1,1989
1989-01-07,0.75,"Deary",7,1,1989
1989-01-08,1.2421875,"Deary",8,1,1989
1989-01-09,15.5625,"Deary",9,1,1989
1989-01-10,21.6875,"Deary",10,1,1989
1989-01-11,3.3671875,"Deary",11,1,1989
1989-01-12,0,"Deary",12,1,1989
1989-01-13,0,"Deary",13,1,1989
1989-01-14,6.4921875,"Deary",14,1,1989
1989-01-15,6.28125,"Deary",15,1,1989
1989-01-16,30.5703125,"Deary",16,1,1989
1989-01-17,19.8515625,"Deary",17,1,1989
1989-01-18,4.3203125,"Deary",18,1,1989
1989-01-19,0,"Deary",19,1,1989
1989-01-20,0,"Deary",20,1,1989
1989-01-21,0.6015625,"Deary",21,1,1989
1989-01-22,11.8671875,"Deary",22,1,1989
1989-01-23,5.6171875,"Deary",23,1,1989
1989-01-24,0,"Deary",24,1,1989
1989-01-25,0,"Deary",25,1,1989
1989-01-26,0,"Deary",26,1,1989
1989-01-27,0,"Deary",27,1,1989
1989-01-28,0,"Deary",28,1,1989
1989-01-29,0,"Deary",29,1,1989
1989-01-30,0,"Deary",30,1,1989
1989-01-31,1.2265625,"Deary",31,1,1989
1989-02-01,1.2421875,"Deary",1,2,1989
1989-02-02,1.1015625,"Deary",2,2,1989
1989-02-03,0,"Deary",3,2,1989
1989-02-04,0,"Deary",4,2,1989
1989-02-05,0,"Deary",5,2,1989
1989-02-06,0,"Deary",6,2,1989
1989-02-07,0,"Deary",7,2,1989
1989-02-08,0,"Deary",8,2,1989
1989-02-09,0,"Deary",9,2,1989
1989-02-10,0,"Deary",10,2,1989
1989-02-11,0,"Deary",11,2,1989
1989-02-12,0,"Deary",12,2,1989
1989-02-13,0,"Deary",13,2,1989
1989-02-14,0,"Deary",14,2,1989
1989-02-15,0,"Deary",15,2,1989
1989-02-16,0,"Deary",16,2,1989
1989-02-17,7.859375,"Deary",17,2,1989
1989-02-18,11.796875,"Deary",18,2,1989
1989-02-19,7.3125,"Deary",19,2,1989
1989-02-20,3.15625,"Deary",20,2,1989
1989-02-21,2.5,"Deary",21,2,1989
1989-02-22,0,"Deary",22,2,1989
1989-02-23,6.3671875,"Deary",23,2,1989
1989-02-24,0,"Deary",24,2,1989
1989-02-25,0,"Deary",25,2,1989
1989-02-26,0,"Deary",26,2,1989
1989-02-27,0,"Deary",27,2,1989
1989-02-28,2.3515625,"Deary",28,2,1989
1989-03-01,5.0078125,"Deary",1,3,1989
1989-03-02,7.8828125,"Deary",2,3,1989
1989-03-03,4.1484375,"Deary",3,3,1989
1989-03-04,0,"Deary",4,3,1989
1989-03-05,0,"Deary",5,3,1989
1989-03-06,6.3828125,"Deary",6,3,1989
1989-03-07,5.1484375,"Deary",7,3,1989
1989-03-08,0,"Deary",8,3,1989
1989-03-09,0,"Deary",9,3,1989
1989-03-10,5.7265625,"Deary",10,3,1989
1989-03-11,5.109375,"Deary",11,3,1989
1989-03-12,0,"Deary",12,3,1989
1989-03-13,0.8125,"Deary",13,3,1989
1989-03-14,8.15625,"Deary",14,3,1989
1989-03-15,1.1328125,"Deary",15,3,1989
1989-03-16,3.1484375,"Deary",16,3,1989
1989-03-17,17.4296875,"Deary",17,3,1989
1989-03-18,2.8515625,"Deary",18,3,1989
1989-03-19,5.5,"Deary",19,3,1989
1989-03-20,0,"Deary",20,3,1989
1989-03-21,3.953125,"Deary",21,3,1989
1989-03-22,8.2109375,"Deary",22,3,1989
1989-03-23,1.8515625,"Deary",23,3,1989
1989-03-24,0,"Deary",24,3,1989
1989-03-25,3.421875,"Deary",25,3,1989
1989-03-26,10.2421875,"Deary",26,3,1989
1989-03-27,3.140625,"Deary",27,3,1989
1989-03-28,10.90625,"Deary",28,3,1989
1989-03-29,6.1015625,"Deary",29,3,1989
1989-03-30,6.46875,"Deary",30,3,1989
1989-03-31,4.9296875,"Deary",31,3,1989
1989-04-01,3.5234375,"Deary",1,4,1989
1989-04-02,3.0703125,"Deary",2,4,1989
1989-04-03,4.03125,"Deary",3,4,1989
1989-04-04,0,"Deary",4,4,1989
1989-04-05,7.6171875,"Deary",5,4,1989
1989-04-06,1.953125,"Deary",6,4,1989
1989-04-07,0,"Deary",7,4,1989
1989-04-08,0,"Deary",8,4,1989
1989-04-09,0,"Deary",9,4,1989
1989-04-10,0,"Deary",10,4,1989
1989-04-11,0,"Deary",11,4,1989
1989-04-12,0,"Deary",12,4,1989
1989-04-13,0,"Deary",13,4,1989
1989-04-14,0,"Deary",14,4,1989
1989-04-15,0,"Deary",15,4,1989
1989-04-16,2.65625,"Deary",16,4,1989
1989-04-17,0,"Deary",17,4,1989
1989-04-18,0,"Deary",18,4,1989
1989-04-19,0,"Deary",19,4,1989
1989-04-20,0,"Deary",20,4,1989
1989-04-21,0,"Deary",21,4,1989
1989-04-22,9.109375,"Deary",22,4,1989
1989-04-23,0.828125,"Deary",23,4,1989
1989-04-24,0,"Deary",24,4,1989
1989-04-25,0,"Deary",25,4,1989
1989-04-26,1.0703125,"Deary",26,4,1989
1989-04-27,1.1328125,"Deary",27,4,1989
1989-04-28,0,"Deary",28,4,1989
1989-04-29,0,"Deary",29,4,1989
1989-04-30,0,"Deary",30,4,1989
1989-05-01,0,"Deary",1,5,1989
1989-05-02,3.6171875,"Deary",2,5,1989
1989-05-03,8.8515625,"Deary",3,5,1989
1989-05-04,0,"Deary",4,5,1989
1989-05-05,0,"Deary",5,5,1989
1989-05-06,0,"Deary",6,5,1989
1989-05-07,1.6796875,"Deary",7,5,1989
1989-05-08,1.5390625,"Deary",8,5,1989
1989-05-09,0,"Deary",9,5,1989
1989-05-10,4.9296875,"Deary",10,5,1989
1989-05-11,2.578125,"Deary",11,5,1989
1989-05-12,0,"Deary",12,5,1989
1989-05-13,0,"Deary",13,5,1989
1989-05-14,0,"Deary",14,5,1989
1989-05-15,0,"Deary",15,5,1989
1989-05-16,0,"Deary",16,5,1989
1989-05-17,3.09375,"Deary",17,5,1989
1989-05-18,6.8125,"Deary",18,5,1989
1989-05-19,0,"Deary",19,5,1989
1989-05-20,0,"Deary",20,5,1989
1989-05-21,0,"Deary",21,5,1989
1989-05-22,0,"Deary",22,5,1989
1989-05-23,3,"Deary",23,5,1989
1989-05-24,12.2265625,"Deary",24,5,1989
1989-05-25,5.4765625,"Deary",25,5,1989
1989-05-26,0,"Deary",26,5,1989
1989-05-27,1.84375,"Deary",27,5,1989
1989-05-28,16.703125,"Deary",28,5,1989
1989-05-29,7.8984375,"Deary",29,5,1989
1989-05-30,1.4375,"Deary",30,5,1989
1989-05-31,0,"Deary",31,5,1989
1989-06-01,2.5703125,"Deary",1,6,1989
1989-06-02,2.75,"Deary",2,6,1989
1989-06-03,6.3828125,"Deary",3,6,1989
1989-06-04,0,"Deary",4,6,1989
1989-06-05,0,"Deary",5,6,1989
1989-06-06,0,"Deary",6,6,1989
1989-06-07,0,"Deary",7,6,1989
1989-06-08,0,"Deary",8,6,1989
1989-06-09,0,"Deary",9,6,1989
1989-06-10,0,"Deary",10,6,1989
1989-06-11,0,"Deary",11,6,1989
1989-06-12,0,"Deary",12,6,1989
1989-06-13,0,"Deary",13,6,1989
1989-06-14,2.7265625,"Deary",14,6,1989
1989-06-15,9.640625,"Deary",15,6,1989
1989-06-16,11.921875,"Deary",16,6,1989
1989-06-17,0,"Deary",17,6,1989
1989-06-18,0,"Deary",18,6,1989
1989-06-19,0,"Deary",19,6,1989
1989-06-20,0,"Deary",20,6,1989
1989-06-21,0,"Deary",21,6,1989
1989-06-22,0,"Deary",22,6,1989
1989-06-23,0,"Deary",23,6,1989
1989-06-24,0,"Deary",24,6,1989
1989-06-25,0,"Deary",25,6,1989
1989-06-26,0,"Deary",26,6,1989
1989-06-27,0,"Deary",27,6,1989
1989-06-28,0,"Deary",28,6,1989
1989-06-29,0,"Deary",29,6,1989
1989-06-30,0,"Deary",30,6,1989
1989-07-01,2.453125,"Deary",1,7,1989
1989-07-02,0,"Deary",2,7,1989
1989-07-03,0,"Deary",3,7,1989
1989-07-04,0,"Deary",4,7,1989
1989-07-05,0,"Deary",5,7,1989
1989-07-06,0,"Deary",6,7,1989
1989-07-07,0,"Deary",7,7,1989
1989-07-08,0,"Deary",8,7,1989
1989-07-09,0,"Deary",9,7,1989
1989-07-10,0,"Deary",10,7,1989
1989-07-11,0,"Deary",11,7,1989
1989-07-12,0,"Deary",12,7,1989
1989-07-13,4.7421875,"Deary",13,7,1989
1989-07-14,0,"Deary",14,7,1989
1989-07-15,0,"Deary",15,7,1989
1989-07-16,0,"Deary",16,7,1989
1989-07-17,2.3125,"Deary",17,7,1989
1989-07-18,0,"Deary",18,7,1989
1989-07-19,0,"Deary",19,7,1989
1989-07-20,0,"Deary",20,7,1989
1989-07-21,0,"Deary",21,7,1989
1989-07-22,0,"Deary",22,7,1989
1989-07-23,0,"Deary",23,7,1989
1989-07-24,0,"Deary",24,7,1989
1989-07-25,0,"Deary",25,7,1989
1989-07-26,0,"Deary",26,7,1989
1989-07-27,0,"Deary",27,7,1989
1989-07-28,0,"Deary",28,7,1989
1989-07-29,0,"Deary",29,7,1989
1989-07-30,0,"Deary",30,7,1989
1989-07-31,0,"Deary",31,7,1989
1989-08-01,0,"Deary",1,8,1989
1989-08-02,0,"Deary",2,8,1989
1989-08-03,0,"Deary",3,8,1989
1989-08-04,0,"Deary",4,8,1989
1989-08-05,0,"Deary",5,8,1989
1989-08-06,0,"Deary",6,8,1989
1989-08-07,0,"Deary",7,8,1989
1989-08-08,0,"Deary",8,8,1989
1989-08-09,1.1328125,"Deary",9,8,1989
1989-08-10,1.59375,"Deary",10,8,1989
1989-08-11,1.3828125,"Deary",11,8,1989
