"date","prcp","coord","day","month","year"
1957-09-19,0,"Bovill",19,9,1957
1957-09-20,0,"Bovill",20,9,1957
1957-09-21,0,"Bovill",21,9,1957
1957-09-22,0,"Bovill",22,9,1957
1957-09-23,0,"Bovill",23,9,1957
1957-09-24,0,"Bovill",24,9,1957
1957-09-25,0,"Bovill",25,9,1957
1957-09-26,0,"Bovill",26,9,1957
1957-09-27,0,"Bovill",27,9,1957
1957-09-28,3.4765625,"Bovill",28,9,1957
1957-09-29,0,"Bovill",29,9,1957
1957-09-30,0,"Bovill",30,9,1957
1957-10-01,1.046875,"Bovill",1,10,1957
1957-10-02,20.453125,"Bovill",2,10,1957
1957-10-03,15.5390625,"Bovill",3,10,1957
1957-10-04,5.40625,"Bovill",4,10,1957
1957-10-05,6.2578125,"Bovill",5,10,1957
1957-10-06,4.3671875,"Bovill",6,10,1957
1957-10-07,8.4609375,"Bovill",7,10,1957
1957-10-08,2.1328125,"Bovill",8,10,1957
1957-10-09,0,"Bovill",9,10,1957
1957-10-10,0,"Bovill",10,10,1957
1957-10-11,0,"Bovill",11,10,1957
1957-10-12,0,"Bovill",12,10,1957
1957-10-13,1.65625,"Bovill",13,10,1957
1957-10-14,2.0234375,"Bovill",14,10,1957
1957-10-15,0,"Bovill",15,10,1957
1957-10-16,0,"Bovill",16,10,1957
1957-10-17,0,"Bovill",17,10,1957
1957-10-18,0,"Bovill",18,10,1957
1957-10-19,0.3515625,"Bovill",19,10,1957
1957-10-20,0,"Bovill",20,10,1957
1957-10-21,5.2890625,"Bovill",21,10,1957
1957-10-22,3.8515625,"Bovill",22,10,1957
1957-10-23,9.703125,"Bovill",23,10,1957
1957-10-24,3.0390625,"Bovill",24,10,1957
1957-10-25,0,"Bovill",25,10,1957
1957-10-26,8.03125,"Bovill",26,10,1957
1957-10-27,3.1328125,"Bovill",27,10,1957
1957-10-28,1.0234375,"Bovill",28,10,1957
1957-10-29,1.25,"Bovill",29,10,1957
1957-10-30,0.5625,"Bovill",30,10,1957
1957-10-31,0.9765625,"Bovill",31,10,1957
1957-11-01,0.6875,"Bovill",1,11,1957
1957-11-02,0,"Bovill",2,11,1957
1957-11-03,0,"Bovill",3,11,1957
1957-11-04,0,"Bovill",4,11,1957
1957-11-05,0,"Bovill",5,11,1957
1957-11-06,0,"Bovill",6,11,1957
1957-11-07,0,"Bovill",7,11,1957
1957-11-08,0,"Bovill",8,11,1957
1957-11-09,0,"Bovill",9,11,1957
1957-11-10,0,"Bovill",10,11,1957
1957-11-11,15.7109375,"Bovill",11,11,1957
1957-11-12,6.9375,"Bovill",12,11,1957
1957-11-13,27.0625,"Bovill",13,11,1957
1957-11-14,13.953125,"Bovill",14,11,1957
1957-11-15,10.0078125,"Bovill",15,11,1957
1957-11-16,0,"Bovill",16,11,1957
1957-11-17,0,"Bovill",17,11,1957
1957-11-18,2.0234375,"Bovill",18,11,1957
1957-11-19,10.25,"Bovill",19,11,1957
1957-11-20,0,"Bovill",20,11,1957
1957-11-21,0,"Bovill",21,11,1957
1957-11-22,0,"Bovill",22,11,1957
1957-11-23,0,"Bovill",23,11,1957
1957-11-24,0,"Bovill",24,11,1957
1957-11-25,0,"Bovill",25,11,1957
1957-11-26,0,"Bovill",26,11,1957
1957-11-27,0,"Bovill",27,11,1957
1957-11-28,13.6328125,"Bovill",28,11,1957
1957-11-29,0,"Bovill",29,11,1957
1957-11-30,0,"Bovill",30,11,1957
1957-12-01,6.96875,"Bovill",1,12,1957
1957-12-02,5.3203125,"Bovill",2,12,1957
1957-12-03,0,"Bovill",3,12,1957
1957-12-04,0,"Bovill",4,12,1957
1957-12-05,1.5234375,"Bovill",5,12,1957
1957-12-06,15.6171875,"Bovill",6,12,1957
1957-12-07,24.2890625,"Bovill",7,12,1957
1957-12-08,1.6875,"Bovill",8,12,1957
1957-12-09,0,"Bovill",9,12,1957
1957-12-10,0,"Bovill",10,12,1957
1957-12-11,0,"Bovill",11,12,1957
1957-12-12,0,"Bovill",12,12,1957
1957-12-13,0,"Bovill",13,12,1957
1957-12-14,3.578125,"Bovill",14,12,1957
1957-12-15,0,"Bovill",15,12,1957
1957-12-16,1.1015625,"Bovill",16,12,1957
1957-12-17,11.640625,"Bovill",17,12,1957
1957-12-18,4.71875,"Bovill",18,12,1957
1957-12-19,16.1015625,"Bovill",19,12,1957
1957-12-20,12.90625,"Bovill",20,12,1957
1957-12-21,26.4296875,"Bovill",21,12,1957
1957-12-22,2.40625,"Bovill",22,12,1957
1957-12-23,0,"Bovill",23,12,1957
1957-12-24,11.921875,"Bovill",24,12,1957
1957-12-25,8.03125,"Bovill",25,12,1957
1957-12-26,13.2109375,"Bovill",26,12,1957
1957-12-27,3.9609375,"Bovill",27,12,1957
1957-12-28,4.2109375,"Bovill",28,12,1957
1957-12-29,1.453125,"Bovill",29,12,1957
1957-12-30,6.1171875,"Bovill",30,12,1957
1957-12-31,0,"Bovill",31,12,1957
1958-01-01,0,"Bovill",1,1,1958
1958-01-02,0,"Bovill",2,1,1958
1958-01-03,0,"Bovill",3,1,1958
1958-01-04,0,"Bovill",4,1,1958
1958-01-05,0,"Bovill",5,1,1958
1958-01-06,0,"Bovill",6,1,1958
1958-01-07,0,"Bovill",7,1,1958
1958-01-08,0,"Bovill",8,1,1958
1958-01-09,1.390625,"Bovill",9,1,1958
1958-01-10,0,"Bovill",10,1,1958
1958-01-11,18.65625,"Bovill",11,1,1958
1958-01-12,10.2890625,"Bovill",12,1,1958
1958-01-13,16.328125,"Bovill",13,1,1958
1958-01-14,3.9609375,"Bovill",14,1,1958
1958-01-15,23.4921875,"Bovill",15,1,1958
1958-01-16,0.53125,"Bovill",16,1,1958
1958-01-17,13.59375,"Bovill",17,1,1958
1958-01-18,4.5078125,"Bovill",18,1,1958
1958-01-19,0,"Bovill",19,1,1958
1958-01-20,0,"Bovill",20,1,1958
1958-01-21,1.96875,"Bovill",21,1,1958
1958-01-22,0,"Bovill",22,1,1958
1958-01-23,9.453125,"Bovill",23,1,1958
1958-01-24,22.5078125,"Bovill",24,1,1958
1958-01-25,8.4765625,"Bovill",25,1,1958
1958-01-26,0,"Bovill",26,1,1958
1958-01-27,0,"Bovill",27,1,1958
1958-01-28,15.3984375,"Bovill",28,1,1958
1958-01-29,11.8203125,"Bovill",29,1,1958
1958-01-30,9.6484375,"Bovill",30,1,1958
1958-01-31,17.6875,"Bovill",31,1,1958
1958-02-01,0,"Bovill",1,2,1958
1958-02-02,0,"Bovill",2,2,1958
1958-02-03,0,"Bovill",3,2,1958
1958-02-04,0,"Bovill",4,2,1958
1958-02-05,7.84375,"Bovill",5,2,1958
1958-02-06,6.7890625,"Bovill",6,2,1958
1958-02-07,3.3125,"Bovill",7,2,1958
1958-02-08,8.5703125,"Bovill",8,2,1958
1958-02-09,8.15625,"Bovill",9,2,1958
1958-02-10,13.1328125,"Bovill",10,2,1958
1958-02-11,0.75,"Bovill",11,2,1958
1958-02-12,13.4375,"Bovill",12,2,1958
1958-02-13,19.6796875,"Bovill",13,2,1958
1958-02-14,3.53125,"Bovill",14,2,1958
1958-02-15,5.7109375,"Bovill",15,2,1958
1958-02-16,10.546875,"Bovill",16,2,1958
1958-02-17,1.359375,"Bovill",17,2,1958
1958-02-18,1.953125,"Bovill",18,2,1958
1958-02-19,0,"Bovill",19,2,1958
1958-02-20,4.609375,"Bovill",20,2,1958
1958-02-21,0,"Bovill",21,2,1958
1958-02-22,0,"Bovill",22,2,1958
1958-02-23,0.6328125,"Bovill",23,2,1958
1958-02-24,1.9609375,"Bovill",24,2,1958
1958-02-25,25.609375,"Bovill",25,2,1958
1958-02-26,6.7578125,"Bovill",26,2,1958
1958-02-27,0,"Bovill",27,2,1958
1958-02-28,0,"Bovill",28,2,1958
1958-03-01,0,"Bovill",1,3,1958
1958-03-02,0,"Bovill",2,3,1958
1958-03-03,2.7265625,"Bovill",3,3,1958
1958-03-04,0,"Bovill",4,3,1958
1958-03-05,0,"Bovill",5,3,1958
1958-03-06,8.2578125,"Bovill",6,3,1958
1958-03-07,0,"Bovill",7,3,1958
1958-03-08,3.03125,"Bovill",8,3,1958
1958-03-09,0,"Bovill",9,3,1958
1958-03-10,0,"Bovill",10,3,1958
1958-03-11,0,"Bovill",11,3,1958
1958-03-12,0,"Bovill",12,3,1958
1958-03-13,0,"Bovill",13,3,1958
1958-03-14,0,"Bovill",14,3,1958
1958-03-15,0,"Bovill",15,3,1958
1958-03-16,0,"Bovill",16,3,1958
1958-03-17,0,"Bovill",17,3,1958
1958-03-18,1.9765625,"Bovill",18,3,1958
1958-03-19,0,"Bovill",19,3,1958
1958-03-20,0,"Bovill",20,3,1958
1958-03-21,9.8203125,"Bovill",21,3,1958
1958-03-22,1.5390625,"Bovill",22,3,1958
1958-03-23,0,"Bovill",23,3,1958
1958-03-24,5.046875,"Bovill",24,3,1958
1958-03-25,6.59375,"Bovill",25,3,1958
1958-03-26,4.4296875,"Bovill",26,3,1958
1958-03-27,0,"Bovill",27,3,1958
1958-03-28,0,"Bovill",28,3,1958
1958-03-29,5.5703125,"Bovill",29,3,1958
1958-03-30,14.0703125,"Bovill",30,3,1958
1958-03-31,2.8125,"Bovill",31,3,1958
1958-04-01,1.3125,"Bovill",1,4,1958
1958-04-02,4.8671875,"Bovill",2,4,1958
1958-04-03,6.7734375,"Bovill",3,4,1958
1958-04-04,26.109375,"Bovill",4,4,1958
1958-04-05,2.2734375,"Bovill",5,4,1958
1958-04-06,0,"Bovill",6,4,1958
1958-04-07,0,"Bovill",7,4,1958
1958-04-08,2.2734375,"Bovill",8,4,1958
1958-04-09,2,"Bovill",9,4,1958
1958-04-10,2.09375,"Bovill",10,4,1958
1958-04-11,2.1015625,"Bovill",11,4,1958
1958-04-12,0,"Bovill",12,4,1958
1958-04-13,0,"Bovill",13,4,1958
1958-04-14,9.0390625,"Bovill",14,4,1958
1958-04-15,5.0078125,"Bovill",15,4,1958
1958-04-16,15.21875,"Bovill",16,4,1958
1958-04-17,17.25,"Bovill",17,4,1958
1958-04-18,12.65625,"Bovill",18,4,1958
1958-04-19,3.7890625,"Bovill",19,4,1958
1958-04-20,14.8515625,"Bovill",20,4,1958
1958-04-21,5.1484375,"Bovill",21,4,1958
1958-04-22,10.1484375,"Bovill",22,4,1958
1958-04-23,8.84375,"Bovill",23,4,1958
1958-04-24,0,"Bovill",24,4,1958
1958-04-25,0,"Bovill",25,4,1958
1958-04-26,6.3984375,"Bovill",26,4,1958
1958-04-27,3.953125,"Bovill",27,4,1958
1958-04-28,1.21875,"Bovill",28,4,1958
1958-04-29,0,"Bovill",29,4,1958
1958-04-30,0,"Bovill",30,4,1958
1958-05-01,0,"Bovill",1,5,1958
1958-05-02,0,"Bovill",2,5,1958
1958-05-03,0,"Bovill",3,5,1958
1958-05-04,0,"Bovill",4,5,1958
1958-05-05,0,"Bovill",5,5,1958
1958-05-06,1.171875,"Bovill",6,5,1958
1958-05-07,0,"Bovill",7,5,1958
1958-05-08,0,"Bovill",8,5,1958
1958-05-09,0,"Bovill",9,5,1958
1958-05-10,0,"Bovill",10,5,1958
1958-05-11,1.0703125,"Bovill",11,5,1958
1958-05-12,17.1328125,"Bovill",12,5,1958
1958-05-13,0,"Bovill",13,5,1958
1958-05-14,0,"Bovill",14,5,1958
1958-05-15,0,"Bovill",15,5,1958
1958-05-16,0,"Bovill",16,5,1958
1958-05-17,0,"Bovill",17,5,1958
1958-05-18,0,"Bovill",18,5,1958
1958-05-19,0,"Bovill",19,5,1958
1958-05-20,0,"Bovill",20,5,1958
1958-05-21,0.6015625,"Bovill",21,5,1958
1958-05-22,0,"Bovill",22,5,1958
1958-05-23,0,"Bovill",23,5,1958
1958-05-24,1.8671875,"Bovill",24,5,1958
1958-05-25,0,"Bovill",25,5,1958
1958-05-26,0,"Bovill",26,5,1958
1958-05-27,0,"Bovill",27,5,1958
1958-05-28,0,"Bovill",28,5,1958
1958-05-29,0,"Bovill",29,5,1958
1958-05-30,0,"Bovill",30,5,1958
1958-05-31,0,"Bovill",31,5,1958
1958-06-01,5.3203125,"Bovill",1,6,1958
1958-06-02,0,"Bovill",2,6,1958
1958-06-03,2.3125,"Bovill",3,6,1958
1958-06-04,3.6484375,"Bovill",4,6,1958
1958-06-05,0,"Bovill",5,6,1958
1958-06-06,0,"Bovill",6,6,1958
1958-06-07,3.2890625,"Bovill",7,6,1958
1958-06-08,2.2265625,"Bovill",8,6,1958
1958-06-09,21.3125,"Bovill",9,6,1958
1958-06-10,6.15625,"Bovill",10,6,1958
1958-06-11,2.2421875,"Bovill",11,6,1958
1958-06-12,17.9296875,"Bovill",12,6,1958
1958-06-13,4.2109375,"Bovill",13,6,1958
1958-06-14,0,"Bovill",14,6,1958
1958-06-15,0,"Bovill",15,6,1958
1958-06-16,0,"Bovill",16,6,1958
1958-06-17,0,"Bovill",17,6,1958
1958-06-18,0,"Bovill",18,6,1958
1958-06-19,0,"Bovill",19,6,1958
1958-06-20,0,"Bovill",20,6,1958
1958-06-21,0,"Bovill",21,6,1958
1958-06-22,0,"Bovill",22,6,1958
1958-06-23,0,"Bovill",23,6,1958
1958-06-24,18.1796875,"Bovill",24,6,1958
1958-06-25,6.890625,"Bovill",25,6,1958
1958-06-26,0,"Bovill",26,6,1958
1958-06-27,1.3671875,"Bovill",27,6,1958
1958-06-28,0.8125,"Bovill",28,6,1958
1958-06-29,0,"Bovill",29,6,1958
1958-06-30,0.8515625,"Bovill",30,6,1958
1958-07-01,0,"Bovill",1,7,1958
1958-07-02,0,"Bovill",2,7,1958
1958-07-03,5.203125,"Bovill",3,7,1958
1958-07-04,0,"Bovill",4,7,1958
1958-07-05,0,"Bovill",5,7,1958
1958-07-06,0,"Bovill",6,7,1958
1958-07-07,0,"Bovill",7,7,1958
1958-07-08,6.296875,"Bovill",8,7,1958
1958-07-09,0,"Bovill",9,7,1958
1958-07-10,0,"Bovill",10,7,1958
1958-07-11,0,"Bovill",11,7,1958
1958-07-12,0,"Bovill",12,7,1958
1958-07-13,0,"Bovill",13,7,1958
1958-07-14,0,"Bovill",14,7,1958
1958-07-15,0,"Bovill",15,7,1958
1958-07-16,0,"Bovill",16,7,1958
1958-07-17,0,"Bovill",17,7,1958
1958-07-18,3.7421875,"Bovill",18,7,1958
1958-07-19,7.8984375,"Bovill",19,7,1958
1958-07-20,0,"Bovill",20,7,1958
1958-07-21,0,"Bovill",21,7,1958
1958-07-22,0,"Bovill",22,7,1958
1958-07-23,0,"Bovill",23,7,1958
1958-07-24,0,"Bovill",24,7,1958
1958-07-25,0,"Bovill",25,7,1958
1958-07-26,0,"Bovill",26,7,1958
1958-07-27,0,"Bovill",27,7,1958
1958-07-28,0,"Bovill",28,7,1958
1958-07-29,2.8515625,"Bovill",29,7,1958
1958-07-30,3.109375,"Bovill",30,7,1958
1958-07-31,0,"Bovill",31,7,1958
1958-08-01,0,"Bovill",1,8,1958
1958-08-02,0,"Bovill",2,8,1958
1958-08-03,0,"Bovill",3,8,1958
1958-08-04,0,"Bovill",4,8,1958
1958-08-05,0,"Bovill",5,8,1958
1958-08-06,0,"Bovill",6,8,1958
1958-08-07,0,"Bovill",7,8,1958
1958-08-08,0,"Bovill",8,8,1958
1958-08-09,0,"Bovill",9,8,1958
1958-08-10,0,"Bovill",10,8,1958
1958-08-11,0,"Bovill",11,8,1958
1958-08-12,0,"Bovill",12,8,1958
1958-08-13,0,"Bovill",13,8,1958
1958-08-14,0,"Bovill",14,8,1958
1958-08-15,0,"Bovill",15,8,1958
1958-08-16,0,"Bovill",16,8,1958
1958-08-17,0,"Bovill",17,8,1958
1958-08-18,0,"Bovill",18,8,1958
1958-08-19,1.1328125,"Bovill",19,8,1958
1958-08-20,0,"Bovill",20,8,1958
1958-08-21,0,"Bovill",21,8,1958
1958-08-22,0,"Bovill",22,8,1958
1958-08-23,0,"Bovill",23,8,1958
1958-08-24,0,"Bovill",24,8,1958
1958-08-25,0,"Bovill",25,8,1958
1958-08-26,1.53125,"Bovill",26,8,1958
1958-08-27,0,"Bovill",27,8,1958
1958-08-28,2.5625,"Bovill",28,8,1958
1958-08-29,5.8515625,"Bovill",29,8,1958
1958-08-30,0,"Bovill",30,8,1958
1958-08-31,0,"Bovill",31,8,1958
1958-09-01,0,"Bovill",1,9,1958
1958-09-02,0,"Bovill",2,9,1958
1958-09-03,0,"Bovill",3,9,1958
1958-09-04,0,"Bovill",4,9,1958
1958-09-05,0,"Bovill",5,9,1958
1958-09-06,0,"Bovill",6,9,1958
1958-09-07,0,"Bovill",7,9,1958
1958-09-08,0,"Bovill",8,9,1958
1958-09-09,0,"Bovill",9,9,1958
1958-09-10,0,"Bovill",10,9,1958
1958-09-11,0,"Bovill",11,9,1958
1958-09-12,0,"Bovill",12,9,1958
1958-09-13,2.7421875,"Bovill",13,9,1958
1958-09-14,7.421875,"Bovill",14,9,1958
1958-09-15,6.8125,"Bovill",15,9,1958
1958-09-16,0,"Bovill",16,9,1958
1958-09-17,4.46875,"Bovill",17,9,1958
1958-09-18,0,"Bovill",18,9,1958
1958-09-19,7.5625,"Bovill",19,9,1958
1958-09-20,0,"Bovill",20,9,1958
1958-09-21,4.1015625,"Bovill",21,9,1958
1958-09-22,3.640625,"Bovill",22,9,1958
1958-09-23,10.2265625,"Bovill",23,9,1958
1958-09-24,2.796875,"Bovill",24,9,1958
1958-09-25,4.453125,"Bovill",25,9,1958
1958-09-26,0,"Bovill",26,9,1958
1958-09-27,0,"Bovill",27,9,1958
1958-09-28,0,"Bovill",28,9,1958
1958-09-29,0,"Bovill",29,9,1958
1958-09-30,0,"Bovill",30,9,1958
1958-10-01,0,"Bovill",1,10,1958
1958-10-02,0,"Bovill",2,10,1958
1958-10-03,0,"Bovill",3,10,1958
1958-10-04,0,"Bovill",4,10,1958
1958-10-05,0,"Bovill",5,10,1958
1958-10-06,0,"Bovill",6,10,1958
1958-10-07,0,"Bovill",7,10,1958
1958-10-08,27.796875,"Bovill",8,10,1958
1958-10-09,1.8515625,"Bovill",9,10,1958
1958-10-10,12.0625,"Bovill",10,10,1958
1958-10-11,0,"Bovill",11,10,1958
1958-10-12,0,"Bovill",12,10,1958
1958-10-13,0,"Bovill",13,10,1958
1958-10-14,0,"Bovill",14,10,1958
1958-10-15,0,"Bovill",15,10,1958
1958-10-16,0,"Bovill",16,10,1958
1958-10-17,0,"Bovill",17,10,1958
1958-10-18,3.9296875,"Bovill",18,10,1958
1958-10-19,20.6328125,"Bovill",19,10,1958
1958-10-20,10.140625,"Bovill",20,10,1958
1958-10-21,0,"Bovill",21,10,1958
1958-10-22,0,"Bovill",22,10,1958
1958-10-23,0,"Bovill",23,10,1958
1958-10-24,0,"Bovill",24,10,1958
1958-10-25,0,"Bovill",25,10,1958
1958-10-26,0,"Bovill",26,10,1958
1958-10-27,0,"Bovill",27,10,1958
1958-10-28,0,"Bovill",28,10,1958
1958-10-29,0,"Bovill",29,10,1958
1958-10-30,0,"Bovill",30,10,1958
1958-10-31,0,"Bovill",31,10,1958
1958-11-01,0.78125,"Bovill",1,11,1958
1958-11-02,1.7421875,"Bovill",2,11,1958
1958-11-03,7.3515625,"Bovill",3,11,1958
1958-11-04,9.578125,"Bovill",4,11,1958
1958-11-05,10.1484375,"Bovill",5,11,1958
1958-11-06,24.4765625,"Bovill",6,11,1958
1958-11-07,9.5078125,"Bovill",7,11,1958
1958-11-08,18.890625,"Bovill",8,11,1958
1958-11-09,5.890625,"Bovill",9,11,1958
1958-11-10,12.09375,"Bovill",10,11,1958
1958-11-11,0,"Bovill",11,11,1958
1958-11-12,2.9296875,"Bovill",12,11,1958
1958-11-13,41.46875,"Bovill",13,11,1958
1958-11-14,5.0078125,"Bovill",14,11,1958
1958-11-15,1.890625,"Bovill",15,11,1958
1958-11-16,0,"Bovill",16,11,1958
1958-11-17,0,"Bovill",17,11,1958
1958-11-18,4.6796875,"Bovill",18,11,1958
1958-11-19,27.640625,"Bovill",19,11,1958
1958-11-20,13.890625,"Bovill",20,11,1958
1958-11-21,0,"Bovill",21,11,1958
1958-11-22,0,"Bovill",22,11,1958
1958-11-23,10.9375,"Bovill",23,11,1958
1958-11-24,12.15625,"Bovill",24,11,1958
1958-11-25,0,"Bovill",25,11,1958
1958-11-26,0,"Bovill",26,11,1958
1958-11-27,0,"Bovill",27,11,1958
1958-11-28,0,"Bovill",28,11,1958
1958-11-29,0,"Bovill",29,11,1958
1958-11-30,0,"Bovill",30,11,1958
1958-12-01,1.2890625,"Bovill",1,12,1958
1958-12-02,6.3984375,"Bovill",2,12,1958
1958-12-03,14.1171875,"Bovill",3,12,1958
1958-12-04,1.9921875,"Bovill",4,12,1958
1958-12-05,1.3671875,"Bovill",5,12,1958
1958-12-06,3.078125,"Bovill",6,12,1958
1958-12-07,31.6328125,"Bovill",7,12,1958
1958-12-08,0,"Bovill",8,12,1958
1958-12-09,0,"Bovill",9,12,1958
1958-12-10,9.703125,"Bovill",10,12,1958
1958-12-11,29.2578125,"Bovill",11,12,1958
1958-12-12,14.96875,"Bovill",12,12,1958
1958-12-13,0,"Bovill",13,12,1958
1958-12-14,0,"Bovill",14,12,1958
1958-12-15,0,"Bovill",15,12,1958
1958-12-16,0,"Bovill",16,12,1958
1958-12-17,0,"Bovill",17,12,1958
1958-12-18,5.4609375,"Bovill",18,12,1958
1958-12-19,0,"Bovill",19,12,1958
1958-12-20,0.65625,"Bovill",20,12,1958
1958-12-21,8.2265625,"Bovill",21,12,1958
1958-12-22,1.9375,"Bovill",22,12,1958
1958-12-23,0,"Bovill",23,12,1958
1958-12-24,0,"Bovill",24,12,1958
1958-12-25,9.6015625,"Bovill",25,12,1958
1958-12-26,6,"Bovill",26,12,1958
1958-12-27,7.671875,"Bovill",27,12,1958
1958-12-28,4.6328125,"Bovill",28,12,1958
1958-12-29,1.2578125,"Bovill",29,12,1958
1958-12-30,13.359375,"Bovill",30,12,1958
1958-12-31,1.0390625,"Bovill",31,12,1958
1959-01-01,0,"Bovill",1,1,1959
1959-01-02,1.3671875,"Bovill",2,1,1959
1959-01-03,0,"Bovill",3,1,1959
1959-01-04,0,"Bovill",4,1,1959
1959-01-05,10.0078125,"Bovill",5,1,1959
1959-01-06,11.140625,"Bovill",6,1,1959
1959-01-07,0,"Bovill",7,1,1959
1959-01-08,1.4609375,"Bovill",8,1,1959
1959-01-09,7.953125,"Bovill",9,1,1959
1959-01-10,1.828125,"Bovill",10,1,1959
1959-01-11,11.1875,"Bovill",11,1,1959
1959-01-12,30.2109375,"Bovill",12,1,1959
1959-01-13,3.40625,"Bovill",13,1,1959
1959-01-14,0,"Bovill",14,1,1959
1959-01-15,0,"Bovill",15,1,1959
1959-01-16,13.5625,"Bovill",16,1,1959
1959-01-17,3.0078125,"Bovill",17,1,1959
1959-01-18,2.5625,"Bovill",18,1,1959
1959-01-19,2.0625,"Bovill",19,1,1959
1959-01-20,1.15625,"Bovill",20,1,1959
1959-01-21,0,"Bovill",21,1,1959
1959-01-22,10.5625,"Bovill",22,1,1959
1959-01-23,35.5,"Bovill",23,1,1959
1959-01-24,46.0703125,"Bovill",24,1,1959
1959-01-25,0,"Bovill",25,1,1959
1959-01-26,1.703125,"Bovill",26,1,1959
1959-01-27,16.6875,"Bovill",27,1,1959
1959-01-28,4.71875,"Bovill",28,1,1959
1959-01-29,3.046875,"Bovill",29,1,1959
1959-01-30,0,"Bovill",30,1,1959
1959-01-31,3.2421875,"Bovill",31,1,1959
1959-02-01,0,"Bovill",1,2,1959
1959-02-02,0,"Bovill",2,2,1959
1959-02-03,0,"Bovill",3,2,1959
1959-02-04,0,"Bovill",4,2,1959
1959-02-05,0,"Bovill",5,2,1959
1959-02-06,8.53125,"Bovill",6,2,1959
1959-02-07,0,"Bovill",7,2,1959
1959-02-08,0,"Bovill",8,2,1959
1959-02-09,1.8125,"Bovill",9,2,1959
1959-02-10,2.828125,"Bovill",10,2,1959
1959-02-11,6.0625,"Bovill",11,2,1959
1959-02-12,0,"Bovill",12,2,1959
1959-02-13,0,"Bovill",13,2,1959
1959-02-14,0,"Bovill",14,2,1959
1959-02-15,13.796875,"Bovill",15,2,1959
1959-02-16,6.859375,"Bovill",16,2,1959
1959-02-17,22.7109375,"Bovill",17,2,1959
1959-02-18,3.84375,"Bovill",18,2,1959
1959-02-19,7.3203125,"Bovill",19,2,1959
1959-02-20,0,"Bovill",20,2,1959
1959-02-21,0,"Bovill",21,2,1959
1959-02-22,0,"Bovill",22,2,1959
1959-02-23,0,"Bovill",23,2,1959
1959-02-24,0,"Bovill",24,2,1959
1959-02-25,10.640625,"Bovill",25,2,1959
1959-02-26,7.703125,"Bovill",26,2,1959
1959-02-27,0,"Bovill",27,2,1959
1959-02-28,3.328125,"Bovill",28,2,1959
1959-03-01,6.5078125,"Bovill",1,3,1959
1959-03-02,0,"Bovill",2,3,1959
1959-03-03,0,"Bovill",3,3,1959
1959-03-04,0,"Bovill",4,3,1959
1959-03-05,0,"Bovill",5,3,1959
1959-03-06,0,"Bovill",6,3,1959
1959-03-07,3.09375,"Bovill",7,3,1959
1959-03-08,0,"Bovill",8,3,1959
1959-03-09,0,"Bovill",9,3,1959
1959-03-10,7.2734375,"Bovill",10,3,1959
1959-03-11,0,"Bovill",11,3,1959
1959-03-12,4.46875,"Bovill",12,3,1959
1959-03-13,2.84375,"Bovill",13,3,1959
1959-03-14,2.203125,"Bovill",14,3,1959
1959-03-15,0,"Bovill",15,3,1959
1959-03-16,0,"Bovill",16,3,1959
1959-03-17,0,"Bovill",17,3,1959
1959-03-18,0.78125,"Bovill",18,3,1959
1959-03-19,12.3125,"Bovill",19,3,1959
1959-03-20,0,"Bovill",20,3,1959
1959-03-21,0,"Bovill",21,3,1959
1959-03-22,1.8671875,"Bovill",22,3,1959
1959-03-23,1.640625,"Bovill",23,3,1959
1959-03-24,0,"Bovill",24,3,1959
1959-03-25,0,"Bovill",25,3,1959
1959-03-26,8.328125,"Bovill",26,3,1959
1959-03-27,3.671875,"Bovill",27,3,1959
1959-03-28,3.8671875,"Bovill",28,3,1959
1959-03-29,7.4375,"Bovill",29,3,1959
1959-03-30,7.546875,"Bovill",30,3,1959
1959-03-31,18.84375,"Bovill",31,3,1959
1959-04-01,10.5390625,"Bovill",1,4,1959
1959-04-02,4.2734375,"Bovill",2,4,1959
1959-04-03,0,"Bovill",3,4,1959
1959-04-04,0,"Bovill",4,4,1959
1959-04-05,0,"Bovill",5,4,1959
1959-04-06,0,"Bovill",6,4,1959
1959-04-07,0,"Bovill",7,4,1959
1959-04-08,0,"Bovill",8,4,1959
1959-04-09,0,"Bovill",9,4,1959
1959-04-10,0,"Bovill",10,4,1959
1959-04-11,0,"Bovill",11,4,1959
1959-04-12,0,"Bovill",12,4,1959
1959-04-13,1.390625,"Bovill",13,4,1959
1959-04-14,2.0703125,"Bovill",14,4,1959
1959-04-15,19.5234375,"Bovill",15,4,1959
1959-04-16,5.9296875,"Bovill",16,4,1959
1959-04-17,0,"Bovill",17,4,1959
1959-04-18,1.921875,"Bovill",18,4,1959
1959-04-19,0,"Bovill",19,4,1959
1959-04-20,0,"Bovill",20,4,1959
1959-04-21,0,"Bovill",21,4,1959
1959-04-22,3.296875,"Bovill",22,4,1959
1959-04-23,4.3203125,"Bovill",23,4,1959
1959-04-24,0,"Bovill",24,4,1959
1959-04-25,0.640625,"Bovill",25,4,1959
1959-04-26,5.25,"Bovill",26,4,1959
1959-04-27,10.1875,"Bovill",27,4,1959
1959-04-28,8.359375,"Bovill",28,4,1959
1959-04-29,7.171875,"Bovill",29,4,1959
1959-04-30,2.1484375,"Bovill",30,4,1959
1959-05-01,7.8828125,"Bovill",1,5,1959
1959-05-02,10.46875,"Bovill",2,5,1959
1959-05-03,2.640625,"Bovill",3,5,1959
